Time_ms,Temp_C,Setpoint_C,Heater_Duty,Motor_Hz,Error_C
125150.0,70.44,150.0,100,400,79.56
125592.0,70.38,150.0,100,400,79.62
126034.0,70.44,150.0,100,400,79.56
126476.0,70.37,150.0,100,400,79.63
126918.0,70.26,150.0,100,400,79.74
127360.0,70.32,150.0,100,400,79.68
127877.0,70.34,150.0,100,400,79.66
128319.0,70.24,150.0,100,400,79.76
128761.0,70.04,150.0,100,400,79.96
129203.0,69.91,150.0,100,400,80.09
129645.0,69.78,150.0,100,400,80.22
130087.0,69.73,150.0,100,400,80.27
130529.0,69.89,150.0,100,400,80.11
130971.0,69.91,150.0,100,400,80.09
131413.0,69.92,150.0,100,400,80.08
131855.0,69.99,150.0,100,400,80.01
132297.0,69.96,150.0,100,400,80.04
132739.0,70.05,150.0,100,400,79.95
133181.0,70.17,150.0,100,400,79.83
133623.0,70.25,150.0,100,400,79.75
134065.0,70.45,150.0,100,400,79.55
134507.0,70.83,150.0,0,400,79.17
134949.0,70.96,150.0,100,400,79.04
135391.0,71.45,150.0,0,400,78.55
135833.0,72.0,150.0,0,400,78.0
136275.0,72.57,150.0,0,400,77.43
136717.0,73.05,150.0,0,400,76.95
137159.0,73.43,150.0,0,400,76.57
137601.0,73.84,150.0,0,400,76.16
138043.0,74.37,150.0,0,400,75.63
138485.0,74.98,150.0,0,400,75.02
138927.0,75.59,150.0,0,400,74.41
139369.0,76.29,150.0,0,400,73.71
139811.0,76.85,150.0,0,400,73.15
140253.0,77.3,150.0,0,400,72.7
140695.0,77.78,150.0,0,400,72.22
141137.0,78.34,150.0,0,400,71.66
141579.0,78.94,150.0,0,400,71.06
142021.0,79.43,150.0,0,400,70.57
142463.0,79.84,150.0,0,400,70.16
142905.0,80.25,150.0,0,400,69.75
143347.0,80.61,150.0,0,400,69.39
143789.0,80.94,150.0,0,400,69.06
144231.0,81.26,150.0,0,400,68.74
144673.0,81.65,150.0,0,400,68.35
145115.0,82.05,150.0,0,400,67.95
145557.0,82.51,150.0,0,400,67.49
145999.0,82.8,150.0,0,400,67.2
146441.0,83.09,150.0,0,400,66.91
146883.0,83.37,150.0,0,400,66.63
2171.0,85.2,150.0,100,400,64.8
2270.0,85.16,150.0,100,400,64.84
2370.0,85.12,150.0,100,400,64.88
2470.0,85.22,150.0,100,400,64.78
2570.0,85.26,150.0,100,400,64.74
2670.0,85.28,150.0,100,400,64.72
2770.0,85.39,150.0,100,400,64.61
2870.0,85.43,150.0,100,400,64.57
2970.0,85.41,150.0,100,400,64.59
3070.0,85.49,150.0,100,400,64.51
3170.0,85.47,150.0,100,400,64.53
3270.0,85.5,150.0,100,400,64.5
3370.0,85.5,150.0,100,400,64.5
3470.0,85.46,150.0,100,400,64.54
3570.0,85.49,150.0,100,400,64.51
3670.0,85.45,150.0,100,400,64.55
3770.0,85.38,150.0,100,400,64.62
3870.0,85.32,150.0,100,400,64.68
3970.0,85.28,150.0,100,400,64.72
4070.0,85.24,150.0,100,400,64.76
4170.0,85.17,150.0,100,400,64.83
4270.0,85.13,150.0,100,400,64.87
4370.0,85.11,150.0,100,400,64.89
4470.0,85.14,150.0,100,400,64.86
4570.0,85.3,150.0,100,400,64.7
4670.0,85.36,150.0,100,400,64.64
4770.0,85.45,150.0,100,400,64.55
4870.0,85.52,150.0,100,400,64.48
4970.0,85.6,150.0,100,400,64.4
5070.0,85.66,150.0,100,400,64.34
5170.0,85.71,150.0,100,400,64.29
5270.0,85.69,150.0,100,400,64.31
5370.0,85.75,150.0,100,400,64.25
5470.0,85.74,150.0,100,400,64.26
5570.0,85.72,150.0,100,400,64.28
5670.0,85.69,150.0,100,400,64.31
5770.0,85.72,150.0,100,400,64.28
5870.0,85.61,150.0,100,400,64.39
5970.0,85.55,150.0,100,400,64.45
6070.0,85.52,150.0,100,400,64.48
6170.0,85.52,150.0,100,400,64.48
6270.0,85.47,150.0,100,400,64.53
6370.0,85.5,150.0,100,400,64.5
6470.0,85.52,150.0,100,400,64.48
6570.0,85.6,150.0,100,400,64.4
6670.0,85.84,150.0,0,400,64.16
6770.0,85.89,150.0,100,400,64.11
6870.0,86.0,150.0,100,400,64.0
6970.0,86.08,150.0,100,400,63.92
7070.0,86.23,150.0,100,400,63.77
7170.0,86.24,150.0,100,400,63.76
7270.0,86.36,150.0,100,400,63.64
7370.0,86.39,150.0,100,400,63.61
7470.0,86.45,150.0,100,400,63.55
7570.0,86.5,150.0,100,400,63.5
7670.0,86.62,150.0,100,400,63.38
7770.0,86.74,150.0,100,400,63.26
