Time_ms,Temp_C,Setpoint_C,Heater_Duty,Speed_mm_s,Error_C
7871,88.98,250.00,100,3.00,161.02
7971,89.06,250.00,100,3.00,160.94
8071,89.12,250.00,100,3.00,160.88
8171,89.19,250.00,100,3.00,160.81
8271,89.25,250.00,100,3.00,160.75
8371,89.33,250.00,100,3.00,160.67
8471,89.40,250.00,100,3.00,160.60
8571,89.47,250.00,100,3.00,160.53
8671,89.55,250.00,100,3.00,160.45
8771,89.63,250.00,100,3.00,160.37
8871,89.71,250.00,100,3.00,160.29
8971,89.80,250.00,100,3.00,160.20
9071,89.88,250.00,100,3.00,160.12
9171,89.97,250.00,100,3.00,160.03
9271,90.06,250.00,100,3.00,159.94
9371,90.14,250.00,100,3.00,159.86
9471,90.24,250.00,100,3.00,159.76
9571,90.34,250.00,100,3.00,159.66
9671,90.44,250.00,100,3.00,159.56
9771,90.53,250.00,100,3.00,159.47
9871,90.63,250.00,100,3.00,159.37
9971,90.72,250.00,100,3.00,159.28
10071,90.83,250.00,100,3.00,159.17
10171,90.93,250.00,100,3.00,159.07
10271,91.04,250.00,100,3.00,158.96
10371,91.13,250.00,100,3.00,158.87
10471,91.24,250.00,100,3.00,158.76
10571,91.35,250.00,100,3.00,158.65
10671,91.46,250.00,100,3.00,158.54
10771,91.58,250.00,100,3.00,158.42
10871,91.69,250.00,100,3.00,158.31
10971,91.80,250.00,100,3.00,158.20
11071,91.93,250.00,100,3.00,158.07
11171,92.04,250.00,100,3.00,157.96
11271,92.16,250.00,100,3.00,157.84
11371,92.28,250.00,100,3.00,157.72
11471,92.40,250.00,100,3.00,157.60
11571,92.53,250.00,100,3.00,157.47
11671,92.65,250.00,100,3.00,157.35
11771,92.79,250.00,100,3.00,157.21
11871,92.92,250.00,100,3.00,157.08
11971,93.05,250.00,100,3.00,156.95
12071,93.18,250.00,100,3.00,156.82
12171,93.32,250.00,100,3.00,156.68
12271,93.45,250.00,100,3.00,156.55
12371,93.59,250.00,100,3.00,156.41
12471,93.71,250.00,100,3.00,156.29
12571,93.84,250.00,100,3.00,156.16
12671,93.99,250.00,100,3.00,156.01
12771,94.14,250.00,100,3.00,155.86
12871,94.29,250.00,100,3.00,155.71
12971,94.44,250.00,100,3.00,155.56
13071,94.59,250.00,100,3.00,155.41
13171,94.74,250.00,100,3.00,155.26
13271,94.89,250.00,100,3.00,155.11
13371,95.05,250.00,100,3.00,154.95
13471,95.20,250.00,100,3.00,154.80
13571,95.35,250.00,100,3.00,154.65
13671,95.51,250.00,100,3.00,154.49
13771,95.68,250.00,100,3.00,154.32
13871,95.83,250.00,100,3.00,154.17
13971,96.00,250.00,100,3.00,154.00
14071,96.17,250.00,100,3.00,153.83
14171,96.32,250.00,100,3.00,153.68
14271,96.50,250.00,100,3.00,153.50
14371,96.65,250.00,100,3.00,153.35
14471,96.82,250.00,100,3.00,153.18
14571,96.97,250.00,100,3.00,153.03
14671,97.12,250.00,100,3.00,152.88
14771,97.30,250.00,100,3.00,152.70
14871,97.47,250.00,100,3.00,152.53
14971,97.65,250.00,100,3.00,152.35
15071,97.82,250.00,100,3.00,152.18
15171,97.99,250.00,100,3.00,152.01
15271,98.18,250.00,100,3.00,151.82
15371,98.34,250.00,100,3.00,151.66
15471,98.52,250.00,100,3.00,151.48
15571,98.70,250.00,100,3.00,151.30
15671,98.87,250.00,100,3.00,151.13
15771,99.05,250.00,100,3.00,150.95
15871,99.24,250.00,100,3.00,150.76
15971,99.43,250.00,100,3.00,150.57
16071,99.61,250.00,100,3.00,150.39
16171,99.80,250.00,100,3.00,150.20
16271,99.97,250.00,100,3.00,150.03
16371,100.16,250.00,100,3.00,149.84
