Time_ms,Temp_C,Setpoint_C,Heater_Duty,Speed_mm_s,Error_C
710469,251.01,250.00,47,3.00,-1.01
710569,251.00,250.00,53,3.00,-1.00
710669,250.96,250.00,56,3.00,-0.96
710769,250.95,250.00,53,3.00,-0.95
710869,250.95,250.00,52,3.00,-0.95
710969,250.97,250.00,51,3.00,-0.97
711069,250.97,250.00,52,3.00,-0.97
711169,250.94,250.00,55,3.00,-0.94
711269,250.94,250.00,52,3.00,-0.94
711369,250.91,250.00,56,3.00,-0.91
711469,250.92,250.00,52,3.00,-0.92
711569,250.88,250.00,56,3.00,-0.88
711669,250.86,250.00,55,3.00,-0.86
711769,250.86,250.00,53,3.00,-0.86
711869,250.83,250.00,55,3.00,-0.83
711969,250.84,250.00,51,3.00,-0.84
712069,250.83,250.00,54,3.00,-0.83
712169,250.80,250.00,56,3.00,-0.80
712269,250.80,250.00,52,3.00,-0.80
712369,250.78,250.00,55,3.00,-0.78
712469,250.76,250.00,55,3.00,-0.76
712569,250.74,250.00,56,3.00,-0.74
712669,250.74,250.00,53,3.00,-0.74
712769,250.73,250.00,53,3.00,-0.73
712869,250.73,250.00,53,3.00,-0.73
712969,250.73,250.00,53,3.00,-0.73
713069,250.70,250.00,57,3.00,-0.70
713169,250.71,250.00,51,3.00,-0.71
713269,250.69,250.00,55,3.00,-0.69
713369,250.68,250.00,54,3.00,-0.68
713469,250.67,250.00,54,3.00,-0.67
713569,250.70,250.00,50,3.00,-0.70
713669,250.73,250.00,50,3.00,-0.73
713769,250.72,250.00,54,3.00,-0.72
713869,250.70,250.00,54,3.00,-0.70
713969,250.68,250.00,55,3.00,-0.68
714069,250.66,250.00,55,3.00,-0.66
714169,250.64,250.00,55,3.00,-0.64
714269,250.60,250.00,57,3.00,-0.60
714369,250.60,250.00,53,3.00,-0.60
714469,250.63,250.00,51,3.00,-0.63
714569,250.70,250.00,46,3.00,-0.70
714669,250.70,250.00,53,3.00,-0.70
714769,250.75,250.00,48,3.00,-0.75
714869,250.74,250.00,54,3.00,-0.74
714969,250.75,250.00,52,3.00,-0.75
715069,250.71,250.00,57,3.00,-0.71
715169,250.70,250.00,54,3.00,-0.70
715269,250.68,250.00,55,3.00,-0.68
715369,250.67,250.00,54,3.00,-0.67
715469,250.69,250.00,51,3.00,-0.69
715569,250.67,250.00,55,3.00,-0.67
715669,250.70,250.00,50,3.00,-0.70
715769,250.68,250.00,55,3.00,-0.68
