Time_ms,Temp_C,Setpoint_C,Heater_Duty,Speed_mm_s,Error_C
296069,249.24,250.00,64,3.00,0.76
296169,249.23,250.00,63,3.00,0.77
296269,249.26,250.00,59,3.00,0.74
296369,249.23,250.00,65,3.00,0.77
296469,249.23,250.00,62,3.00,0.77
296569,249.24,250.00,62,3.00,0.76
296669,249.22,250.00,64,3.00,0.78
296769,249.24,250.00,60,3.00,0.76
296869,249.25,250.00,62,3.00,0.75
296969,249.29,250.00,58,3.00,0.71
297069,249.32,250.00,58,3.00,0.68
297169,249.31,250.00,63,3.00,0.69
297269,249.33,250.00,60,3.00,0.67
297369,249.40,250.00,55,3.00,0.60
297469,249.46,250.00,55,3.00,0.54
297569,249.49,250.00,58,3.00,0.51
297669,249.47,250.00,63,3.00,0.53
297769,249.51,250.00,57,3.00,0.49
297869,249.51,250.00,61,3.00,0.49
297969,249.54,250.00,59,3.00,0.46
298069,249.56,250.00,59,3.00,0.44
298169,249.56,250.00,61,3.00,0.44
298269,249.60,250.00,56,3.00,0.40
298369,249.63,250.00,58,3.00,0.37
298469,249.61,250.00,63,3.00,0.39
298569,249.64,250.00,58,3.00,0.36
298669,249.64,250.00,61,3.00,0.36
298769,249.67,250.00,57,3.00,0.33
298869,249.66,250.00,62,3.00,0.34
298969,249.67,250.00,60,3.00,0.33
299069,249.67,250.00,61,3.00,0.33
299169,249.67,250.00,61,3.00,0.33
299269,249.63,250.00,65,3.00,0.37
299369,249.61,250.00,63,3.00,0.39
299469,249.65,250.00,57,3.00,0.35
299569,249.63,250.00,62,3.00,0.37
299669,249.65,250.00,59,3.00,0.35
299769,249.61,250.00,65,3.00,0.39
299869,249.65,250.00,57,3.00,0.35
299969,249.63,250.00,63,3.00,0.37
300069,249.61,250.00,63,3.00,0.39
300169,249.61,250.00,61,3.00,0.39
300269,249.59,250.00,63,3.00,0.41
300369,249.61,250.00,59,3.00,0.39
300469,249.61,250.00,61,3.00,0.39
300569,249.59,250.00,63,3.00,0.41
300669,249.60,250.00,61,3.00,0.40
300769,249.58,250.00,63,3.00,0.42
300869,249.61,250.00,58,3.00,0.39
300969,249.62,250.00,59,3.00,0.38
301070,249.62,250.00,62,3.00,0.38
301170,249.59,250.00,63,3.00,0.41
301270,249.61,250.00,59,3.00,0.39
301369,249.59,250.00,63,3.00,0.41
301469,249.63,250.00,57,3.00,0.37
301569,249.69,250.00,55,3.00,0.31
301670,249.70,250.00,60,3.00,0.30
301770,249.76,250.00,55,3.00,0.24
301870,249.76,250.00,60,3.00,0.24
301969,249.78,250.00,58,3.00,0.22
302070,249.78,250.00,61,3.00,0.22
302169,249.77,250.00,62,3.00,0.23
302269,249.80,250.00,57,3.00,0.20
302370,249.80,250.00,61,3.00,0.20
302470,249.81,250.00,59,3.00,0.19
302570,249.83,250.00,58,3.00,0.17
302670,249.83,250.00,60,3.00,0.17
302770,249.84,250.00,60,3.00,0.16
302870,249.87,250.00,57,3.00,0.13
302970,249.86,250.00,61,3.00,0.14
303070,249.90,250.00,56,3.00,0.10
303169,249.93,250.00,56,3.00,0.07
303269,249.91,250.00,62,3.00,0.09
303369,249.92,250.00,59,3.00,0.08
303469,249.97,250.00,55,3.00,0.03
303569,249.97,250.00,59,3.00,0.03
303669,249.93,250.00,64,3.00,0.07
303769,249.93,250.00,59,3.00,0.07
303869,249.95,250.00,58,3.00,0.05
303969,249.91,250.00,64,3.00,0.09
304069,249.93,250.00,58,3.00,0.07
304169,249.90,250.00,63,3.00,0.10
304269,249.91,250.00,59,3.00,0.09
304369,249.92,250.00,59,3.00,0.08
304469,249.91,250.00,61,3.00,0.09
304569,249.93,250.00,58,3.00,0.07
304669,249.92,250.00,60,3.00,0.08
304769,249.91,250.00,62,3.00,0.09
304869,249.92,250.00,59,3.00,0.08
304969,249.90,250.00,61,3.00,0.10
305069,249.91,250.00,59,3.00,0.09
305169,249.87,250.00,64,3.00,0.13
305269,249.86,250.00,61,3.00,0.14
305369,249.84,250.00,62,3.00,0.16
305469,249.85,250.00,60,3.00,0.15
305569,249.87,250.00,57,3.00,0.13
305669,249.84,250.00,64,3.00,0.16
305769,249.87,250.00,57,3.00,0.13
305869,249.82,250.00,65,3.00,0.18
305969,249.89,250.00,53,3.00,0.11
306069,249.95,250.00,54,3.00,0.05
306169,250.00,250.00,54,3.00,-0.00
306269,250.04,250.00,56,3.00,-0.04
306369,250.01,250.00,62,3.00,-0.01
306469,250.03,250.00,57,3.00,-0.03
306569,250.03,250.00,60,3.00,-0.03
306669,250.05,250.00,57,3.00,-0.05
306769,250.02,250.00,62,3.00,-0.02
306869,250.07,250.00,55,3.00,-0.07
306969,250.09,250.00,57,3.00,-0.09
307069,250.08,250.00,60,3.00,-0.08
307169,250.10,250.00,58,3.00,-0.10
307269,250.12,250.00,56,3.00,-0.12
307369,250.07,250.00,64,3.00,-0.07
307469,250.06,250.00,61,3.00,-0.06
307569,250.06,250.00,59,3.00,-0.06
307670,250.10,250.00,55,3.00,-0.10
307770,250.11,250.00,59,3.00,-0.11
307870,250.10,250.00,60,3.00,-0.10
307970,250.08,250.00,61,3.00,-0.08
308070,250.07,250.00,60,3.00,-0.07
308169,250.09,250.00,57,3.00,-0.09
308270,250.08,250.00,60,3.00,-0.08
308370,250.08,250.00,59,3.00,-0.08
308470,250.09,250.00,59,3.00,-0.09
308570,250.10,250.00,58,3.00,-0.10
308670,250.12,250.00,58,3.00,-0.12
308770,250.13,250.00,58,3.00,-0.13
308870,250.15,250.00,57,3.00,-0.15
308970,250.15,250.00,59,3.00,-0.15
309070,250.17,250.00,57,3.00,-0.17
309170,250.15,250.00,61,3.00,-0.15
309269,250.18,250.00,57,3.00,-0.18
309369,250.23,250.00,53,3.00,-0.23
309470,250.18,250.00,63,3.00,-0.18
309570,250.17,250.00,61,3.00,-0.17
309670,250.13,250.00,63,3.00,-0.13
309770,250.13,250.00,59,3.00,-0.13
309869,250.10,250.00,62,3.00,-0.10
309969,250.07,250.00,63,3.00,-0.07
310069,250.10,250.00,56,3.00,-0.10
310169,250.09,250.00,60,3.00,-0.09
310269,250.04,250.00,64,3.00,-0.04
310369,250.05,250.00,59,3.00,-0.05
310469,250.02,250.00,62,3.00,-0.02
310569,249.99,250.00,63,3.00,0.01
