Time_ms,Temp_C,Setpoint_C,Heater_Duty,Motor_Hz,Error_C
548144.0,50.03,150.0,100,400,99.97
548586.0,50.03,150.0,100,400,99.97
549028.0,50.02,150.0,100,400,99.98
549470.0,49.71,150.0,100,400,100.29
549912.0,49.67,150.0,100,400,100.33
550354.0,49.59,150.0,100,400,100.41
550796.0,49.52,150.0,100,400,100.48
551238.0,49.31,150.0,100,400,100.69
551680.0,48.94,150.0,100,400,101.06
552122.0,48.9,150.0,100,400,101.1
552564.0,48.77,150.0,100,400,101.23
553006.0,49.01,150.0,100,400,100.99
553448.0,48.96,150.0,100,400,101.04
553890.0,49.02,150.0,100,400,100.98
554332.0,49.41,150.0,100,400,100.59
554774.0,49.37,150.0,100,400,100.63
555216.0,49.5,150.0,100,400,100.5
555658.0,49.4,150.0,100,400,100.6
556100.0,49.47,150.0,100,400,100.53
556542.0,49.57,150.0,100,400,100.43
556984.0,49.56,150.0,100,400,100.44
557426.0,49.55,150.0,100,400,100.45
557868.0,49.64,150.0,100,400,100.36
558310.0,49.61,150.0,100,400,100.39
558752.0,49.44,150.0,100,400,100.56
559194.0,49.25,150.0,100,400,100.75
559636.0,49.35,150.0,100,400,100.65
560078.0,49.48,150.0,100,400,100.52
560520.0,49.72,150.0,100,400,100.28
560962.0,49.78,150.0,100,400,100.22
561404.0,49.62,150.0,100,400,100.38
561846.0,49.4,150.0,100,400,100.6
562288.0,49.56,150.0,100,400,100.44
562730.0,49.55,150.0,100,400,100.45
563172.0,49.54,150.0,100,400,100.46
563614.0,49.53,150.0,100,400,100.47
564056.0,49.43,150.0,100,400,100.57
564498.0,49.54,150.0,100,400,100.46
564940.0,49.78,150.0,100,400,100.22
565382.0,49.67,150.0,100,400,100.33
565824.0,49.59,150.0,100,400,100.41
566266.0,49.26,150.0,100,400,100.74
566708.0,49.21,150.0,100,400,100.79
567150.0,49.22,150.0,100,400,100.78
567592.0,49.27,150.0,100,400,100.73
568034.0,49.17,150.0,100,400,100.83
568476.0,49.38,150.0,100,400,100.62
568993.0,49.36,150.0,100,400,100.64
569435.0,49.38,150.0,100,400,100.62
569877.0,49.0,150.0,100,400,101.0
570319.0,49.2,150.0,100,400,100.8
570761.0,49.11,150.0,100,400,100.89
571203.0,49.03,150.0,100,400,100.97
571645.0,48.93,150.0,100,400,101.07
572087.0,48.68,150.0,100,400,101.32
572529.0,48.9,150.0,100,400,101.1
572971.0,48.81,150.0,100,400,101.19
2171.0,51.9,150.0,100,400,98.1
2270.0,51.47,150.0,100,400,98.53
2370.0,51.02,150.0,100,400,98.98
2470.0,51.29,150.0,100,400,98.71
