Time_ms,Temp_C,Setpoint_C,Heater_Duty,Speed_mm_s,Error_C
786670,250.43,250.00,57,3.00,-0.43
786770,250.44,250.00,57,3.00,-0.44
786870,250.46,250.00,56,3.00,-0.46
786970,250.42,250.00,61,3.00,-0.42
787070,250.43,250.00,57,3.00,-0.43
787170,250.46,250.00,54,3.00,-0.46
787270,250.45,250.00,58,3.00,-0.45
787370,250.44,250.00,58,3.00,-0.44
787470,250.42,250.00,59,3.00,-0.42
787570,250.45,250.00,54,3.00,-0.45
787670,250.43,250.00,59,3.00,-0.43
787770,250.41,250.00,59,3.00,-0.41
787870,250.42,250.00,57,3.00,-0.42
787970,250.41,250.00,58,3.00,-0.41
788070,250.41,250.00,58,3.00,-0.41
788170,250.42,250.00,57,3.00,-0.42
788270,250.40,250.00,59,3.00,-0.40
788370,250.42,250.00,55,3.00,-0.42
788470,250.40,250.00,59,3.00,-0.40
788570,250.40,250.00,58,3.00,-0.40
788670,250.38,250.00,59,3.00,-0.38
788770,250.39,250.00,56,3.00,-0.39
788870,250.38,250.00,59,3.00,-0.38
788970,250.38,250.00,58,3.00,-0.38
789070,250.35,250.00,60,3.00,-0.35
789170,250.36,250.00,56,3.00,-0.36
789270,250.39,250.00,55,3.00,-0.39
789370,250.39,250.00,58,3.00,-0.39
789470,250.38,250.00,58,3.00,-0.38
789570,250.37,250.00,59,3.00,-0.37
789670,250.39,250.00,55,3.00,-0.39
789770,250.38,250.00,59,3.00,-0.38
789870,250.36,250.00,59,3.00,-0.36
789970,250.39,250.00,55,3.00,-0.39
790070,250.39,250.00,58,3.00,-0.39
790170,250.40,250.00,56,3.00,-0.40
790270,250.40,250.00,56,3.00,-0.40
790370,250.39,250.00,59,3.00,-0.39
790470,250.41,250.00,55,3.00,-0.41
790570,250.41,250.00,58,3.00,-0.41
790670,250.40,250.00,58,3.00,-0.40
790770,250.40,250.00,58,3.00,-0.40
790870,250.39,250.00,58,3.00,-0.39
790970,250.38,250.00,59,3.00,-0.38
791070,250.38,250.00,57,3.00,-0.38
791170,250.35,250.00,60,3.00,-0.35
791270,250.38,250.00,55,3.00,-0.38
791370,250.40,250.00,55,3.00,-0.40
791470,250.43,250.00,54,3.00,-0.43
791570,250.45,250.00,55,3.00,-0.45
791670,250.42,250.00,60,3.00,-0.42
791770,250.46,250.00,53,3.00,-0.46
791870,250.49,250.00,54,3.00,-0.49
791970,250.49,250.00,57,3.00,-0.49
792070,250.49,250.00,57,3.00,-0.49
792170,250.47,250.00,58,3.00,-0.47
792270,250.49,250.00,55,3.00,-0.49
792370,250.51,250.00,54,3.00,-0.51
792470,250.50,250.00,58,3.00,-0.50
792570,250.52,250.00,54,3.00,-0.52
792670,250.50,250.00,58,3.00,-0.50
792770,250.50,250.00,57,3.00,-0.50
792870,250.50,250.00,57,3.00,-0.50
792970,250.55,250.00,52,3.00,-0.55
793070,250.53,250.00,58,3.00,-0.53
793170,250.56,250.00,53,3.00,-0.56
793270,250.56,250.00,56,3.00,-0.56
793370,250.57,250.00,56,3.00,-0.57
793470,250.60,250.00,53,3.00,-0.60
793570,250.62,250.00,54,3.00,-0.62
793670,250.63,250.00,55,3.00,-0.63
793770,250.63,250.00,56,3.00,-0.63
793870,250.64,250.00,55,3.00,-0.64
793970,250.62,250.00,58,3.00,-0.62
794070,250.60,250.00,59,3.00,-0.60
794170,250.60,250.00,56,3.00,-0.60
794270,250.59,250.00,57,3.00,-0.59
794370,250.58,250.00,57,3.00,-0.58
794470,250.58,250.00,56,3.00,-0.58
794570,250.58,250.00,56,3.00,-0.58
794670,250.60,250.00,55,3.00,-0.60
794770,250.57,250.00,59,3.00,-0.57
794870,250.58,250.00,56,3.00,-0.58
794970,250.55,250.00,58,3.00,-0.55
795070,250.56,250.00,56,3.00,-0.56
795170,250.53,250.00,60,3.00,-0.53
795270,250.55,250.00,54,3.00,-0.55
795370,250.54,250.00,57,3.00,-0.54
795470,250.52,250.00,58,3.00,-0.52
795570,250.54,250.00,54,3.00,-0.54
795670,250.57,250.00,53,3.00,-0.57
795770,250.58,250.00,56,3.00,-0.58
795870,250.54,250.00,60,3.00,-0.54
795970,250.57,250.00,53,3.00,-0.57
796070,250.60,250.00,53,3.00,-0.60
796170,250.56,250.00,60,3.00,-0.56
796270,250.56,250.00,57,3.00,-0.56
796370,250.54,250.00,58,3.00,-0.54
796470,250.53,250.00,57,3.00,-0.53
796570,250.54,250.00,55,3.00,-0.54
796670,250.51,250.00,59,3.00,-0.51
796770,250.52,250.00,55,3.00,-0.52
796870,250.53,250.00,55,3.00,-0.53
796970,250.51,250.00,58,3.00,-0.51
797070,250.48,250.00,59,3.00,-0.48
797170,250.47,250.00,58,3.00,-0.47
797270,250.44,250.00,60,3.00,-0.44
797370,250.43,250.00,57,3.00,-0.43
797470,250.40,250.00,60,3.00,-0.40
797570,250.41,250.00,56,3.00,-0.41
797670,250.43,250.00,55,3.00,-0.43
797770,250.42,250.00,57,3.00,-0.42
797870,250.42,250.00,57,3.00,-0.42
797970,250.39,250.00,60,3.00,-0.39
798070,250.40,250.00,56,3.00,-0.40
798170,250.37,250.00,59,3.00,-0.37
798270,250.36,250.00,58,3.00,-0.36
798370,250.37,250.00,55,3.00,-0.37
798470,250.37,250.00,57,3.00,-0.37
798570,250.37,250.00,57,3.00,-0.37
798670,250.38,250.00,56,3.00,-0.38
798770,250.37,250.00,58,3.00,-0.37
798870,250.39,250.00,54,3.00,-0.39
798970,250.41,250.00,54,3.00,-0.41
799070,250.39,250.00,58,3.00,-0.39
799170,250.43,250.00,53,3.00,-0.43
799270,250.42,250.00,57,3.00,-0.42
799370,250.38,250.00,61,3.00,-0.38
799470,250.39,250.00,56,3.00,-0.39
799570,250.35,250.00,61,3.00,-0.35
799670,250.34,250.00,58,3.00,-0.34
799770,250.35,250.00,55,3.00,-0.35
799870,250.34,250.00,58,3.00,-0.34
799970,250.36,250.00,55,3.00,-0.36
800070,250.32,250.00,60,3.00,-0.32
800170,250.36,250.00,53,3.00,-0.36
800270,250.34,250.00,59,3.00,-0.34
800370,250.32,250.00,59,3.00,-0.32
800470,250.31,250.00,58,3.00,-0.31
800570,250.29,250.00,59,3.00,-0.29
800670,250.29,250.00,57,3.00,-0.29
800770,250.29,250.00,56,3.00,-0.29
800870,250.27,250.00,60,3.00,-0.27
800970,250.27,250.00,56,3.00,-0.27
801070,250.26,250.00,59,3.00,-0.26
801170,250.25,250.00,58,3.00,-0.25
801270,250.23,250.00,58,3.00,-0.23
801370,250.27,250.00,53,3.00,-0.27
801470,250.24,250.00,60,3.00,-0.24
801570,250.27,250.00,55,3.00,-0.27
801670,250.23,250.00,61,3.00,-0.23
801770,250.26,250.00,55,3.00,-0.26
801870,250.30,250.00,52,3.00,-0.30
801970,250.34,250.00,52,3.00,-0.34
802070,250.37,250.00,54,3.00,-0.37
802170,250.38,250.00,55,3.00,-0.38
802270,250.42,250.00,53,3.00,-0.42
802370,250.39,250.00,59,3.00,-0.39
802470,250.37,250.00,58,3.00,-0.37
802570,250.37,250.00,57,3.00,-0.37
802670,250.35,250.00,59,3.00,-0.35
802770,250.34,250.00,58,3.00,-0.34
802870,250.34,250.00,56,3.00,-0.34
802970,250.34,250.00,56,3.00,-0.34
803070,250.34,250.00,56,3.00,-0.34
803170,250.32,250.00,59,3.00,-0.32
803270,250.33,250.00,56,3.00,-0.33
803370,250.31,250.00,59,3.00,-0.31
803470,250.31,250.00,56,3.00,-0.31
803570,250.28,250.00,60,3.00,-0.28
803670,250.30,250.00,55,3.00,-0.30
803770,250.31,250.00,56,3.00,-0.31
803870,250.30,250.00,57,3.00,-0.30
803970,250.32,250.00,55,3.00,-0.32
804070,250.31,250.00,57,3.00,-0.31
804170,250.30,250.00,57,3.00,-0.30
804270,250.27,250.00,60,3.00,-0.27
804370,250.32,250.00,52,3.00,-0.32
804470,250.30,250.00,59,3.00,-0.30
804570,250.31,250.00,56,3.00,-0.31
804670,250.31,250.00,56,3.00,-0.31
804770,250.29,250.00,59,3.00,-0.29
804870,250.29,250.00,57,3.00,-0.29
804970,250.30,250.00,56,3.00,-0.30
805070,250.27,250.00,60,3.00,-0.27
805170,250.28,250.00,56,3.00,-0.28
805270,250.25,250.00,60,3.00,-0.25
805370,250.25,250.00,57,3.00,-0.25
805470,250.24,250.00,58,3.00,-0.24
805570,250.24,250.00,57,3.00,-0.24
805670,250.21,250.00,59,3.00,-0.21
805770,250.20,250.00,58,3.00,-0.20
805870,250.17,250.00,60,3.00,-0.17
805970,250.17,250.00,58,3.00,-0.17
806070,250.19,250.00,55,3.00,-0.19
806170,250.18,250.00,58,3.00,-0.18
806270,250.18,250.00,58,3.00,-0.18
806370,250.15,250.00,60,3.00,-0.15
806470,250.19,250.00,53,3.00,-0.19
806570,250.17,250.00,59,3.00,-0.17
806670,250.16,250.00,59,3.00,-0.16
806770,250.17,250.00,56,3.00,-0.17
806870,250.15,250.00,59,3.00,-0.15
806970,250.16,250.00,56,3.00,-0.16
807070,250.17,250.00,56,3.00,-0.17
807170,250.14,250.00,60,3.00,-0.14
807270,250.14,250.00,57,3.00,-0.14
807370,250.12,250.00,59,3.00,-0.12
807470,250.12,250.00,57,3.00,-0.12
807570,250.15,250.00,55,3.00,-0.15
807670,250.15,250.00,57,3.00,-0.15
807770,250.11,250.00,61,3.00,-0.11
807870,250.11,250.00,57,3.00,-0.11
807970,250.06,250.00,62,3.00,-0.06
808070,250.06,250.00,58,3.00,-0.06
808170,250.09,250.00,54,3.00,-0.09
808270,250.09,250.00,57,3.00,-0.09
808370,250.11,250.00,56,3.00,-0.11
808470,250.08,250.00,60,3.00,-0.08
808570,250.10,250.00,56,3.00,-0.10
808670,250.08,250.00,60,3.00,-0.08
808770,250.06,250.00,60,3.00,-0.06
808870,250.05,250.00,58,3.00,-0.05
808970,250.04,250.00,59,3.00,-0.04
809070,250.05,250.00,57,3.00,-0.05
809170,250.08,250.00,54,3.00,-0.08
809269,250.06,250.00,59,3.00,-0.06
809370,250.08,250.00,56,3.00,-0.08
809470,250.09,250.00,56,3.00,-0.09
809570,250.12,250.00,55,3.00,-0.12
809670,250.12,250.00,57,3.00,-0.12
809770,250.17,250.00,52,3.00,-0.17
809870,250.20,250.00,54,3.00,-0.20
809969,250.20,250.00,57,3.00,-0.20
810070,250.17,250.00,60,3.00,-0.17
810170,250.18,250.00,56,3.00,-0.18
810269,250.22,250.00,53,3.00,-0.22
810370,250.24,250.00,55,3.00,-0.24
810469,250.25,250.00,56,3.00,-0.25
810569,250.27,250.00,54,3.00,-0.27
810669,250.26,250.00,58,3.00,-0.26
810770,250.22,250.00,61,3.00,-0.22
810870,250.23,250.00,55,3.00,-0.23
810970,250.25,250.00,55,3.00,-0.25
811070,250.26,250.00,56,3.00,-0.26
