Time_ms,Temp_C,Setpoint_C,Heater_Duty,Speed_mm_s,Error_C
31870,94.58,250.00,100,3.00,155.42
31970,94.78,250.00,100,3.00,155.22
32070,94.99,250.00,100,3.00,155.01
32170,95.19,250.00,100,3.00,154.81
32270,95.35,250.00,100,3.00,154.65
32370,95.54,250.00,100,3.00,154.46
32470,95.74,250.00,100,3.00,154.26
32570,95.95,250.00,100,3.00,154.05
32670,96.12,250.00,100,3.00,153.88
32770,96.32,250.00,100,3.00,153.68
32870,96.50,250.00,100,3.00,153.50
32970,96.70,250.00,100,3.00,153.30
33070,96.88,250.00,100,3.00,153.12
33170,97.09,250.00,100,3.00,152.91
33270,97.29,250.00,100,3.00,152.71
33370,97.51,250.00,100,3.00,152.49
33470,97.71,250.00,100,3.00,152.29
33570,97.89,250.00,100,3.00,152.11
33670,98.07,250.00,100,3.00,151.93
33770,98.28,250.00,100,3.00,151.72
33870,98.47,250.00,100,3.00,151.53
33970,98.66,250.00,100,3.00,151.34
34070,98.86,250.00,100,3.00,151.14
34170,99.05,250.00,100,3.00,150.95
34270,99.24,250.00,100,3.00,150.76
34370,99.43,250.00,100,3.00,150.57
34470,99.63,250.00,100,3.00,150.37
34570,99.84,250.00,100,3.00,150.16
34670,100.07,250.00,100,3.00,149.93
34770,100.23,250.00,100,3.00,149.77
34870,100.39,250.00,100,3.00,149.61
34970,100.55,250.00,100,3.00,149.45
35070,100.72,250.00,100,3.00,149.28
35170,100.92,250.00,100,3.00,149.08
35270,101.13,250.00,100,3.00,148.87
35370,101.34,250.00,100,3.00,148.66
35470,101.53,250.00,100,3.00,148.47
35570,101.74,250.00,100,3.00,148.26
35670,101.95,250.00,100,3.00,148.05
35770,102.15,250.00,100,3.00,147.85
35870,102.35,250.00,100,3.00,147.65
35970,102.54,250.00,100,3.00,147.46
36070,102.74,250.00,100,3.00,147.26
36170,102.92,250.00,100,3.00,147.08
36270,103.11,250.00,100,3.00,146.89
36370,103.29,250.00,100,3.00,146.71
36470,103.50,250.00,100,3.00,146.50
36570,103.71,250.00,100,3.00,146.29
36670,103.91,250.00,100,3.00,146.09
36770,104.10,250.00,100,3.00,145.90
36870,104.29,250.00,100,3.00,145.71
36970,104.51,250.00,100,3.00,145.49
37070,104.72,250.00,100,3.00,145.28
37170,104.90,250.00,100,3.00,145.10
37270,105.09,250.00,100,3.00,144.91
37370,105.28,250.00,100,3.00,144.72
37470,105.48,250.00,100,3.00,144.52
37570,105.65,250.00,100,3.00,144.35
37670,105.86,250.00,100,3.00,144.14
37770,106.06,250.00,100,3.00,143.94
37870,106.25,250.00,100,3.00,143.75
37970,106.46,250.00,100,3.00,143.54
38070,106.65,250.00,100,3.00,143.35
38170,106.85,250.00,100,3.00,143.15
38270,107.04,250.00,100,3.00,142.96
38370,107.22,250.00,100,3.00,142.78
38470,107.41,250.00,100,3.00,142.59
38570,107.61,250.00,100,3.00,142.39
38670,107.79,250.00,100,3.00,142.21
38770,107.99,250.00,100,3.00,142.01
38870,108.18,250.00,100,3.00,141.82
38970,108.38,250.00,100,3.00,141.62
39070,108.59,250.00,100,3.00,141.41
39170,108.79,250.00,100,3.00,141.21
39270,108.99,250.00,100,3.00,141.01
39370,109.20,250.00,100,3.00,140.80
39470,109.39,250.00,100,3.00,140.61
39570,109.59,250.00,100,3.00,140.41
39670,109.75,250.00,100,3.00,140.25
39770,109.94,250.00,100,3.00,140.06
39870,110.12,250.00,100,3.00,139.88
39970,110.32,250.00,100,3.00,139.68
40070,110.53,250.00,100,3.00,139.47
40170,110.71,250.00,100,3.00,139.29
40270,110.92,250.00,100,3.00,139.08
40370,111.12,250.00,100,3.00,138.88
40470,111.30,250.00,100,3.00,138.70
40570,111.48,250.00,100,3.00,138.52
40670,111.67,250.00,100,3.00,138.33
40770,111.84,250.00,100,3.00,138.16
40870,112.02,250.00,100,3.00,137.98
40970,112.19,250.00,100,3.00,137.81
41070,112.39,250.00,100,3.00,137.61
41170,112.59,250.00,100,3.00,137.41
41270,112.78,250.00,100,3.00,137.22
41370,112.98,250.00,100,3.00,137.02
41470,113.19,250.00,100,3.00,136.81
41570,113.39,250.00,100,3.00,136.61
41670,113.59,250.00,100,3.00,136.41
41770,113.76,250.00,100,3.00,136.24
41870,113.95,250.00,100,3.00,136.05
41970,114.14,250.00,100,3.00,135.86
42070,114.33,250.00,100,3.00,135.67
