Time_ms,Temp_C,Setpoint_C,Heater_Duty,Speed_mm_s,Error_C
491669,250.72,250.00,57,3.00,-0.72
491769,250.72,250.00,57,3.00,-0.72
491869,250.71,250.00,58,3.00,-0.71
491969,250.71,250.00,57,3.00,-0.71
492069,250.71,250.00,57,3.00,-0.71
492169,250.69,250.00,59,3.00,-0.69
492269,250.70,250.00,55,3.00,-0.70
492369,250.72,250.00,55,3.00,-0.72
492469,250.74,250.00,54,3.00,-0.74
492569,250.75,250.00,56,3.00,-0.75
492669,250.75,250.00,57,3.00,-0.75
492769,250.72,250.00,59,3.00,-0.72
492869,250.71,250.00,58,3.00,-0.71
492969,250.66,250.00,62,3.00,-0.66
493069,250.66,250.00,57,3.00,-0.66
493169,250.68,250.00,55,3.00,-0.68
493269,250.66,250.00,59,3.00,-0.66
493369,250.66,250.00,56,3.00,-0.66
493469,250.65,250.00,59,3.00,-0.65
493569,250.67,250.00,55,3.00,-0.67
493669,250.65,250.00,59,3.00,-0.65
493769,250.63,250.00,59,3.00,-0.63
493869,250.64,250.00,56,3.00,-0.64
493969,250.64,250.00,57,3.00,-0.64
494069,250.65,250.00,56,3.00,-0.65
494169,250.64,250.00,57,3.00,-0.64
494269,250.63,250.00,58,3.00,-0.63
494369,250.65,250.00,55,3.00,-0.65
494469,250.63,250.00,58,3.00,-0.63
494569,250.62,250.00,58,3.00,-0.62
494669,250.60,250.00,58,3.00,-0.60
494769,250.68,250.00,49,3.00,-0.68
494869,250.67,250.00,57,3.00,-0.67
494969,250.69,250.00,55,3.00,-0.69
495069,250.68,250.00,57,3.00,-0.68
495169,250.68,250.00,56,3.00,-0.68
495269,250.72,250.00,52,3.00,-0.72
495369,250.72,250.00,56,3.00,-0.72
495469,250.74,250.00,55,3.00,-0.74
495569,250.72,250.00,58,3.00,-0.72
495669,250.75,250.00,54,3.00,-0.75
495769,250.73,250.00,58,3.00,-0.73
495869,250.73,250.00,56,3.00,-0.73
495969,250.74,250.00,55,3.00,-0.74
496069,250.74,250.00,56,3.00,-0.74
496169,250.75,250.00,55,3.00,-0.75
496269,250.76,250.00,55,3.00,-0.76
496369,250.73,250.00,59,3.00,-0.73
496469,250.77,250.00,53,3.00,-0.77
496569,250.78,250.00,55,3.00,-0.78
496669,250.77,250.00,57,3.00,-0.77
496769,250.75,250.00,58,3.00,-0.75
496869,250.76,250.00,55,3.00,-0.76
496969,250.77,250.00,55,3.00,-0.77
497069,250.79,250.00,54,3.00,-0.79
497169,250.80,250.00,55,3.00,-0.80
497269,250.79,250.00,57,3.00,-0.79
497369,250.81,250.00,54,3.00,-0.81
497469,250.80,250.00,57,3.00,-0.80
497569,250.79,250.00,57,3.00,-0.79
497669,250.76,250.00,59,3.00,-0.76
497769,250.77,250.00,55,3.00,-0.77
497869,250.75,250.00,58,3.00,-0.75
497969,250.73,250.00,59,3.00,-0.73
498069,250.74,250.00,55,3.00,-0.74
498169,250.72,250.00,57,3.00,-0.72
498269,250.72,250.00,56,3.00,-0.72
498369,250.74,250.00,55,3.00,-0.74
498469,250.71,250.00,59,3.00,-0.71
498569,250.71,250.00,56,3.00,-0.71
498669,250.70,250.00,57,3.00,-0.70
498769,250.70,250.00,56,3.00,-0.70
498869,250.68,250.00,58,3.00,-0.68
498969,250.70,250.00,54,3.00,-0.70
499069,250.70,250.00,56,3.00,-0.70
499169,250.70,250.00,56,3.00,-0.70
499269,250.68,250.00,58,3.00,-0.68
499369,250.71,250.00,53,3.00,-0.71
499469,250.74,250.00,53,3.00,-0.74
499569,250.72,250.00,57,3.00,-0.72
499669,250.72,250.00,56,3.00,-0.72
499769,250.70,250.00,58,3.00,-0.70
499869,250.71,250.00,54,3.00,-0.71
499969,250.75,250.00,52,3.00,-0.75
500069,250.76,250.00,55,3.00,-0.76
500169,250.76,250.00,56,3.00,-0.76
500269,250.73,250.00,59,3.00,-0.73
500369,250.72,250.00,57,3.00,-0.72
500469,250.72,250.00,56,3.00,-0.72
500569,250.69,250.00,58,3.00,-0.69
500669,250.70,250.00,56,3.00,-0.70
500769,250.68,250.00,58,3.00,-0.68
500869,250.67,250.00,57,3.00,-0.67
500969,250.65,250.00,58,3.00,-0.65
501069,250.65,250.00,57,3.00,-0.65
501169,250.62,250.00,59,3.00,-0.62
501269,250.62,250.00,56,3.00,-0.62
501369,250.59,250.00,59,3.00,-0.59
501469,250.58,250.00,57,3.00,-0.58
501569,250.61,250.00,54,3.00,-0.61
501669,250.61,250.00,56,3.00,-0.61
501769,250.59,250.00,57,3.00,-0.59
501869,250.57,250.00,59,3.00,-0.57
501969,250.59,250.00,55,3.00,-0.59
502069,250.56,250.00,59,3.00,-0.56
502169,250.54,250.00,58,3.00,-0.54
502269,250.55,250.00,56,3.00,-0.55
502369,250.54,250.00,57,3.00,-0.54
502469,250.56,250.00,54,3.00,-0.56
502569,250.57,250.00,56,3.00,-0.57
