Time_ms,Temp_C,Setpoint_C,Heater_Duty,Speed_mm_s,Error_C
8025,49.20,250.00,100,3.00,200.80
8703,49.32,250.00,100,3.00,200.68
9381,49.40,250.00,100,3.00,200.60
10059,49.42,250.00,100,3.00,200.58
10737,49.44,250.00,100,3.00,200.56
11415,49.49,250.00,100,3.00,200.51
12093,49.55,250.00,100,3.00,200.45
12771,49.56,250.00,100,3.00,200.44
13449,49.49,250.00,100,3.00,200.51
14127,49.58,250.00,100,3.00,200.42
14805,49.58,250.00,100,3.00,200.42
15483,49.59,250.00,100,3.00,200.41
16161,49.59,250.00,100,3.00,200.41
16839,49.65,250.00,100,3.00,200.35
17517,49.74,250.00,100,3.00,200.26
18195,49.71,250.00,100,3.00,200.29
18873,49.70,250.00,100,3.00,200.30
19551,49.69,250.00,100,3.00,200.31
20229,49.71,250.00,100,3.00,200.29
20907,49.65,250.00,100,3.00,200.35
21585,49.67,250.00,100,3.00,200.33
22263,49.65,250.00,100,3.00,200.35
22941,49.64,250.00,100,3.00,200.36
23619,49.69,250.00,100,3.00,200.31
24297,49.69,250.00,100,3.00,200.31
24975,49.68,250.00,100,3.00,200.32
25653,49.65,250.00,100,3.00,200.35
26331,49.65,250.00,100,3.00,200.35
27009,49.60,250.00,100,3.00,200.40
27687,49.65,250.00,100,3.00,200.35
28365,49.62,250.00,100,3.00,200.38
29043,49.65,250.00,100,3.00,200.35
29721,49.62,250.00,100,3.00,200.38
2171,49.38,250.00,100,3.00,200.62
2270,49.46,250.00,100,3.00,200.54
2370,49.47,250.00,100,3.00,200.53
2470,49.46,250.00,100,3.00,200.54
2570,49.55,250.00,100,3.00,200.45
2670,49.51,250.00,100,3.00,200.49
2770,49.60,250.00,100,3.00,200.40
2870,49.60,250.00,100,3.00,200.40
2970,49.60,250.00,100,3.00,200.40
3070,49.53,250.00,100,3.00,200.47
3170,49.47,250.00,100,3.00,200.53
3270,49.51,250.00,100,3.00,200.49
3370,49.54,250.00,100,3.00,200.46
3470,49.60,250.00,100,3.00,200.40
3570,49.65,250.00,100,3.00,200.35
3670,49.70,250.00,100,3.00,200.30
3770,49.77,250.00,100,3.00,200.23
3870,49.80,250.00,100,3.00,200.20
3970,49.81,250.00,100,3.00,200.19
4070,49.87,250.00,100,3.00,200.13
4170,49.97,250.00,100,3.00,200.03
4270,50.03,250.00,100,3.00,199.97
4370,50.01,250.00,100,3.00,199.99
4470,49.98,250.00,100,3.00,200.02
4570,50.04,250.00,100,3.00,199.96
4670,50.07,250.00,100,3.00,199.93
4770,50.05,250.00,100,3.00,199.95
4870,50.13,250.00,100,3.00,199.87
4970,50.13,250.00,100,3.00,199.87
5070,50.18,250.00,100,3.00,199.82
5170,50.17,250.00,100,3.00,199.83
5270,50.22,250.00,100,3.00,199.78
5370,50.23,250.00,100,3.00,199.77
5470,50.27,250.00,100,3.00,199.73
5570,50.28,250.00,100,3.00,199.72
5670,50.24,250.00,100,3.00,199.76
5770,50.30,250.00,100,3.00,199.70
5870,50.36,250.00,100,3.00,199.64
5970,50.38,250.00,100,3.00,199.62
6070,50.40,250.00,100,3.00,199.60
6170,50.47,250.00,100,3.00,199.53
6270,50.56,250.00,100,3.00,199.44
6370,50.54,250.00,100,3.00,199.46
6470,50.59,250.00,100,3.00,199.40
6570,50.62,250.00,100,3.00,199.38
6670,50.67,250.00,100,3.00,199.33
6770,50.64,250.00,100,3.00,199.36
6870,50.68,250.00,100,3.00,199.32
6970,50.75,250.00,100,3.00,199.25
7070,50.85,250.00,100,3.00,199.15
7170,50.88,250.00,100,3.00,199.12
7270,50.90,250.00,100,3.00,199.10
7370,50.89,250.00,100,3.00,199.11
7470,50.89,250.00,100,3.00,199.11
7570,50.91,250.00,100,3.00,199.09
7670,50.95,250.00,100,3.00,199.05
7770,50.99,250.00,100,3.00,199.01
7870,51.02,250.00,100,3.00,198.98
7970,51.10,250.00,100,3.00,198.90
8070,51.12,250.00,100,3.00,198.88
8170,51.14,250.00,100,3.00,198.86
8270,51.23,250.00,100,3.00,198.77
8370,51.33,250.00,100,3.00,198.67
8470,51.40,250.00,100,3.00,198.60
8570,51.44,250.00,100,3.00,198.56
8670,51.48,250.00,100,3.00,198.52
8770,51.56,250.00,100,3.00,198.44
8870,51.53,250.00,100,3.00,198.47
8970,51.58,250.00,100,3.00,198.42
9070,51.61,250.00,100,3.00,198.39
9170,51.60,250.00,100,3.00,198.40
9270,51.64,250.00,100,3.00,198.36
9370,51.66,250.00,100,3.00,198.34
9470,51.70,250.00,100,3.00,198.30
9570,51.75,250.00,100,3.00,198.25
9670,51.78,250.00,100,3.00,198.22
9770,51.83,250.00,100,3.00,198.17
9870,51.87,250.00,100,3.00,198.13
9970,51.98,250.00,100,3.00,198.02
10070,52.10,250.00,100,3.00,197.90
10170,52.14,250.00,100,3.00,197.86
10270,52.20,250.00,100,3.00,197.80
10370,52.32,250.00,100,3.00,197.68
10470,52.47,250.00,100,3.00,197.53
10570,52.52,250.00,100,3.00,197.48
10670,52.60,250.00,100,3.00,197.40
10770,52.70,250.00,100,3.00,197.30
10870,52.80,250.00,100,3.00,197.20
10970,52.92,250.00,100,3.00,197.08
11070,52.97,250.00,100,3.00,197.03
11170,53.14,250.00,100,3.00,196.86
11270,53.17,250.00,100,3.00,196.83
11370,53.32,250.00,100,3.00,196.68
11470,53.44,250.00,100,3.00,196.56
11570,53.50,250.00,100,3.00,196.50
11670,53.58,250.00,100,3.00,196.42
11770,53.60,250.00,100,3.00,196.40
11870,53.67,250.00,100,3.00,196.33
11970,53.75,250.00,100,3.00,196.25
12070,53.85,250.00,100,3.00,196.15
12170,54.02,250.00,100,3.00,195.98
12270,54.15,250.00,100,3.00,195.85
12370,54.27,250.00,100,3.00,195.73
12470,54.46,250.00,100,3.00,195.54
12570,54.63,250.00,100,3.00,195.37
12670,54.79,250.00,100,3.00,195.21
12770,54.93,250.00,100,3.00,195.07
12870,55.05,250.00,100,3.00,194.95
12970,55.16,250.00,100,3.00,194.84
13070,55.20,250.00,100,3.00,194.80
13170,55.28,250.00,100,3.00,194.72
13270,55.43,250.00,100,3.00,194.57
13370,55.50,250.00,100,3.00,194.50
13470,55.61,250.00,100,3.00,194.39
13570,55.73,250.00,100,3.00,194.27
13670,55.82,250.00,100,3.00,194.18
13770,55.91,250.00,100,3.00,194.09
13870,56.02,250.00,100,3.00,193.98
13970,56.14,250.00,100,3.00,193.86
14070,56.20,250.00,100,3.00,193.80
14170,56.32,250.00,100,3.00,193.68
14270,56.51,250.00,100,3.00,193.49
14370,56.58,250.00,100,3.00,193.42
14470,56.68,250.00,100,3.00,193.32
14570,56.81,250.00,100,3.00,193.19
14670,56.91,250.00,100,3.00,193.09
14770,57.01,250.00,100,3.00,192.99
14870,57.11,250.00,100,3.00,192.89
14970,57.24,250.00,100,3.00,192.76
15070,57.37,250.00,100,3.00,192.63
15170,57.49,250.00,100,3.00,192.51
15270,57.60,250.00,100,3.00,192.40
15370,57.69,250.00,100,3.00,192.31
15470,57.76,250.00,100,3.00,192.24
15570,57.86,250.00,100,3.00,192.14
15670,57.95,250.00,100,3.00,192.05
15770,58.05,250.00,100,3.00,191.95
15870,58.12,250.00,100,3.00,191.88
15970,58.17,250.00,100,3.00,191.83
16070,58.23,250.00,100,3.00,191.77
16170,58.30,250.00,100,3.00,191.70
16270,58.40,250.00,100,3.00,191.60
16370,58.61,250.00,100,3.00,191.39
16470,58.64,250.00,100,3.00,191.36
16570,58.71,250.00,100,3.00,191.29
16670,58.83,250.00,100,3.00,191.17
16770,58.99,250.00,100,3.00,191.01
16870,59.06,250.00,100,3.00,190.94
16970,59.20,250.00,100,3.00,190.80
17070,59.29,250.00,100,3.00,190.71
17170,59.44,250.00,100,3.00,190.56
17270,59.59,250.00,100,3.00,190.41
17370,59.73,250.00,100,3.00,190.27
17470,59.91,250.00,100,3.00,190.09
17570,60.06,250.00,100,3.00,189.94
17670,60.22,250.00,100,3.00,189.78
17770,60.37,250.00,100,3.00,189.63
17870,60.52,250.00,100,3.00,189.48
17970,60.68,250.00,100,3.00,189.32
18070,60.81,250.00,100,3.00,189.19
18170,60.94,250.00,100,3.00,189.06
18270,61.09,250.00,100,3.00,188.91
18370,61.25,250.00,100,3.00,188.75
18470,61.44,250.00,100,3.00,188.56
18570,61.55,250.00,100,3.00,188.45
18670,61.67,250.00,100,3.00,188.33
18770,61.85,250.00,100,3.00,188.15
18870,62.04,250.00,100,3.00,187.96
18970,62.23,250.00,100,3.00,187.77
19070,62.35,250.00,100,3.00,187.65
19170,62.48,250.00,100,3.00,187.52
19270,62.62,250.00,100,3.00,187.38
19370,62.76,250.00,100,3.00,187.24
19470,62.89,250.00,100,3.00,187.11
19570,63.05,250.00,100,3.00,186.95
19670,63.22,250.00,100,3.00,186.78
19770,63.34,250.00,100,3.00,186.66
19870,63.48,250.00,100,3.00,186.52
19970,63.63,250.00,100,3.00,186.37
20070,63.74,250.00,100,3.00,186.26
20170,63.93,250.00,100,3.00,186.07
20270,64.03,250.00,100,3.00,185.97
20370,64.18,250.00,100,3.00,185.82
20470,64.27,250.00,100,3.00,185.73
20570,64.52,250.00,100,3.00,185.48
20670,64.64,250.00,100,3.00,185.36
20770,64.76,250.00,100,3.00,185.24
20870,64.96,250.00,100,3.00,185.04
20970,65.16,250.00,100,3.00,184.84
21070,65.28,250.00,100,3.00,184.72
21170,65.39,250.00,100,3.00,184.61
21270,65.57,250.00,100,3.00,184.43
21370,65.74,250.00,100,3.00,184.26
21470,65.93,250.00,100,3.00,184.07
21570,66.10,250.00,100,3.00,183.90
21670,66.31,250.00,100,3.00,183.69
21770,66.45,250.00,100,3.00,183.55
21870,66.65,250.00,100,3.00,183.35
21970,66.80,250.00,100,3.00,183.20
22070,66.94,250.00,100,3.00,183.06
22170,67.12,250.00,100,3.00,182.88
22270,67.24,250.00,100,3.00,182.76
22370,67.40,250.00,100,3.00,182.60
22470,67.57,250.00,100,3.00,182.43
22570,67.74,250.00,100,3.00,182.26
22670,67.93,250.00,100,3.00,182.07
22770,68.09,250.00,100,3.00,181.91
22870,68.24,250.00,100,3.00,181.76
22970,68.43,250.00,100,3.00,181.57
23070,68.63,250.00,100,3.00,181.37
23170,68.78,250.00,100,3.00,181.22
23270,68.94,250.00,100,3.00,181.06
23370,69.10,250.00,100,3.00,180.90
23470,69.27,250.00,100,3.00,180.73
23570,69.40,250.00,100,3.00,180.60
23670,69.56,250.00,100,3.00,180.44
23770,69.76,250.00,100,3.00,180.24
23870,69.92,250.00,100,3.00,180.08
23970,70.11,250.00,100,3.00,179.89
24070,70.26,250.00,100,3.00,179.74
