Time_ms,Temp_C,Setpoint_C,Heater_Duty,Speed_mm_s,Error_C
15871,209.73,250.00,100,3.00,40.27
15971,209.79,250.00,100,3.00,40.21
16071,209.90,250.00,100,3.00,40.10
16171,210.15,250.00,0,3.00,39.85
16271,210.34,250.00,91,3.00,39.66
16371,210.63,250.00,0,3.00,39.37
16471,210.75,250.00,100,3.00,39.25
16571,210.91,250.00,100,3.00,39.09
16671,211.02,250.00,100,3.00,38.98
16771,211.19,250.00,100,3.00,38.81
16871,211.39,250.00,53,3.00,38.61
16971,211.52,250.00,100,3.00,38.48
17071,211.87,250.00,0,3.00,38.13
17171,212.10,250.00,2,3.00,37.90
17271,212.49,250.00,0,3.00,37.51
17371,212.80,250.00,0,3.00,37.20
17471,213.12,250.00,0,3.00,36.88
17571,213.19,250.00,100,3.00,36.81
17671,213.29,250.00,100,3.00,36.71
17771,213.56,250.00,0,3.00,36.44
17871,213.86,250.00,0,3.00,36.14
17971,214.07,250.00,7,3.00,35.93
18071,214.23,250.00,100,3.00,35.77
18171,214.28,250.00,100,3.00,35.72
18271,214.52,250.00,0,3.00,35.48
18371,214.66,250.00,100,3.00,35.34
18471,214.70,250.00,100,3.00,35.30
18571,214.83,250.00,100,3.00,35.17
18671,214.98,250.00,100,3.00,35.02
18771,215.11,250.00,100,3.00,34.89
18871,215.26,250.00,100,3.00,34.74
18971,215.36,250.00,100,3.00,34.64
19071,215.36,250.00,100,3.00,34.64
19171,215.68,250.00,0,3.00,34.32
19271,215.97,250.00,0,3.00,34.03
19371,216.30,250.00,0,3.00,33.70
19471,216.56,250.00,0,3.00,33.44
19571,216.86,250.00,0,3.00,33.14
19671,216.87,250.00,100,3.00,33.13
19771,216.97,250.00,100,3.00,33.03
19871,217.17,250.00,7,3.00,32.83
19971,217.21,250.00,100,3.00,32.79
20071,217.34,250.00,100,3.00,32.66
20171,217.53,250.00,10,3.00,32.47
20271,217.60,250.00,100,3.00,32.40
20371,217.73,250.00,100,3.00,32.27
20471,217.85,250.00,100,3.00,32.15
20571,218.06,250.00,0,3.00,31.94
20671,218.31,250.00,0,3.00,31.69
20771,218.54,250.00,0,3.00,31.46
20871,218.79,250.00,0,3.00,31.21
20971,218.83,250.00,100,3.00,31.17
21071,218.91,250.00,100,3.00,31.09
21171,218.94,250.00,100,3.00,31.06
21271,219.25,250.00,0,3.00,30.75
21371,219.46,250.00,0,3.00,30.54
21471,219.68,250.00,0,3.00,30.32
21571,219.88,250.00,0,3.00,30.12
21671,220.16,250.00,0,3.00,29.84
21771,220.28,250.00,100,3.00,29.72
21871,220.35,250.00,100,3.00,29.65
21971,220.55,250.00,0,3.00,29.45
