Time_ms,Temp_C,Setpoint_C,Heater_Duty,Speed_mm_s,Error_C
67971,147.63,250.00,80,3.00,102.37
68071,147.78,250.00,80,3.00,102.22
68171,147.92,250.00,80,3.00,102.08
68271,148.08,250.00,80,3.00,101.92
68371,148.23,250.00,80,3.00,101.77
68471,148.37,250.00,80,3.00,101.63
68571,148.51,250.00,80,3.00,101.49
68671,148.65,250.00,80,3.00,101.35
68771,148.81,250.00,79,3.00,101.19
68871,148.95,250.00,79,3.00,101.05
68971,149.07,250.00,79,3.00,100.93
69071,149.23,250.00,79,3.00,100.77
69171,149.35,250.00,79,3.00,100.65
69271,149.49,250.00,79,3.00,100.51
69371,149.63,250.00,79,3.00,100.37
69471,149.78,250.00,79,3.00,100.22
69571,149.91,250.00,79,3.00,100.09
69671,150.04,250.00,79,3.00,99.96
69771,150.17,250.00,78,3.00,99.83
69871,150.32,250.00,78,3.00,99.68
69971,150.46,250.00,78,3.00,99.54
70071,150.61,250.00,78,3.00,99.39
70171,150.75,250.00,78,3.00,99.25
70271,150.87,250.00,78,3.00,99.13
70371,151.01,250.00,78,3.00,98.99
70471,151.15,250.00,78,3.00,98.85
70571,151.28,250.00,78,3.00,98.72
70671,151.40,250.00,77,3.00,98.60
70771,151.53,250.00,77,3.00,98.47
70871,151.68,250.00,77,3.00,98.32
70971,151.82,250.00,77,3.00,98.18
71071,151.96,250.00,77,3.00,98.04
71171,152.11,250.00,77,3.00,97.89
71271,152.24,250.00,77,3.00,97.76
71371,152.37,250.00,77,3.00,97.63
71471,152.50,250.00,77,3.00,97.50
71571,152.64,250.00,76,3.00,97.36
71671,152.78,250.00,76,3.00,97.22
71771,152.90,250.00,76,3.00,97.10
71871,153.03,250.00,76,3.00,96.97
71971,153.17,250.00,76,3.00,96.83
72071,153.30,250.00,76,3.00,96.70
72171,153.45,250.00,76,3.00,96.55
72271,153.58,250.00,76,3.00,96.42
72371,153.70,250.00,76,3.00,96.30
72471,150.63,250.00,100,3.00,99.37
72571,147.87,250.00,100,3.00,102.13
72671,145.40,250.00,100,3.00,104.60
72771,143.20,250.00,100,3.00,106.80
72871,141.21,250.00,100,3.00,108.79
72971,139.42,250.00,100,3.00,110.58
73071,137.82,250.00,100,3.00,112.18
73171,136.40,250.00,100,3.00,113.60
73271,135.12,250.00,100,3.00,114.88
73371,133.97,250.00,100,3.00,116.03
73471,132.95,250.00,100,3.00,117.05
73571,132.04,250.00,100,3.00,117.96
73671,131.24,250.00,100,3.00,118.76
73771,130.51,250.00,100,3.00,119.49
73871,129.86,250.00,100,3.00,120.14
73971,129.30,250.00,100,3.00,120.70
74071,128.80,250.00,100,3.00,121.20
74171,128.35,250.00,100,3.00,121.65
74271,127.96,250.00,100,3.00,122.04
74371,127.61,250.00,100,3.00,122.39
74471,127.31,250.00,100,3.00,122.69
74571,127.05,250.00,100,3.00,122.95
74671,126.82,250.00,100,3.00,123.18
74771,126.62,250.00,100,3.00,123.38
74871,126.46,250.00,100,3.00,123.54
74971,126.31,250.00,99,3.00,123.69
75071,126.20,250.00,99,3.00,123.80
75171,126.11,250.00,99,3.00,123.89
75271,126.04,250.00,99,3.00,123.96
75371,125.98,250.00,99,3.00,124.02
75471,125.93,250.00,99,3.00,124.07
75571,125.88,250.00,99,3.00,124.12
75671,125.86,250.00,99,3.00,124.14
75771,125.86,250.00,99,3.00,124.14
75871,125.85,250.00,99,3.00,124.15
75971,125.87,250.00,99,3.00,124.13
76071,125.87,250.00,99,3.00,124.13
76171,125.90,250.00,99,3.00,124.10
76271,125.92,250.00,99,3.00,124.08
76371,125.96,250.00,98,3.00,124.04
76471,125.99,250.00,98,3.00,124.01
76571,126.03,250.00,98,3.00,123.97
76671,126.08,250.00,98,3.00,123.92
76771,126.13,250.00,98,3.00,123.87
76871,126.17,250.00,98,3.00,123.83
76971,126.24,250.00,98,3.00,123.76
77071,126.30,250.00,98,3.00,123.70
77171,126.36,250.00,98,3.00,123.64
77271,126.43,250.00,98,3.00,123.57
77371,126.49,250.00,98,3.00,123.51
77471,126.56,250.00,98,3.00,123.44
77571,126.62,250.00,98,3.00,123.38
77671,126.68,250.00,98,3.00,123.32
77771,126.74,250.00,98,3.00,123.26
77871,126.81,250.00,98,3.00,123.19
77971,126.88,250.00,98,3.00,123.12
78071,126.95,250.00,97,3.00,123.05
78171,127.03,250.00,97,3.00,122.97
78271,127.12,250.00,97,3.00,122.88
78371,127.20,250.00,97,3.00,122.80
78471,127.29,250.00,97,3.00,122.71
78571,127.37,250.00,97,3.00,122.63
78671,127.45,250.00,97,3.00,122.55
78771,127.54,250.00,97,3.00,122.46
78871,127.62,250.00,97,3.00,122.38
78971,127.70,250.00,97,3.00,122.30
79071,127.77,250.00,97,3.00,122.23
79171,127.86,250.00,97,3.00,122.14
79271,127.95,250.00,97,3.00,122.05
79371,128.04,250.00,96,3.00,121.96
79471,128.12,250.00,96,3.00,121.88
79571,128.21,250.00,96,3.00,121.79
79671,128.30,250.00,96,3.00,121.70
79771,128.38,250.00,96,3.00,121.62
79871,128.46,250.00,96,3.00,121.54
79971,128.55,250.00,96,3.00,121.45
80071,128.64,250.00,96,3.00,121.36
80171,128.74,250.00,96,3.00,121.26
80271,128.82,250.00,96,3.00,121.18
80371,128.91,250.00,96,3.00,121.09
80471,128.99,250.00,96,3.00,121.01
80571,129.09,250.00,96,3.00,120.91
80671,129.18,250.00,96,3.00,120.82
80771,129.26,250.00,96,3.00,120.74
80871,129.35,250.00,95,3.00,120.65
80971,129.44,250.00,95,3.00,120.56
81071,129.52,250.00,95,3.00,120.48
81171,129.62,250.00,95,3.00,120.38
81271,129.71,250.00,95,3.00,120.29
81371,129.79,250.00,95,3.00,120.21
81471,129.90,250.00,95,3.00,120.10
81571,129.99,250.00,95,3.00,120.01
81671,130.09,250.00,95,3.00,119.91
81771,130.18,250.00,95,3.00,119.82
81871,130.26,250.00,95,3.00,119.74
81971,130.36,250.00,94,3.00,119.64
82071,130.45,250.00,94,3.00,119.55
82171,130.57,250.00,94,3.00,119.43
82271,130.68,250.00,94,3.00,119.32
82371,130.77,250.00,94,3.00,119.23
82471,130.87,250.00,94,3.00,119.13
82571,130.93,250.00,94,3.00,119.07
82671,131.03,250.00,94,3.00,118.97
82771,131.13,250.00,94,3.00,118.87
82871,131.21,250.00,94,3.00,118.79
82971,131.31,250.00,94,3.00,118.69
83071,131.42,250.00,94,3.00,118.58
83171,131.51,250.00,94,3.00,118.49
83271,131.60,250.00,94,3.00,118.40
83371,131.70,250.00,93,3.00,118.30
83471,131.79,250.00,93,3.00,118.21
83571,131.90,250.00,93,3.00,118.10
