Timestamp_PC,Tick_MCU,Temp,Target,PWM,Speed,PID_Error,System_Error_Code,Status_Flags
19:58:07.194,123326,144.12,245.0,0.0,0.0,100.87,0,0
19:58:07.194,123426,144.03,245.0,0.0,0.0,100.96,0,0
19:58:07.195,123526,144.03,245.0,0.0,0.0,100.96,0,0
19:58:07.195,123626,143.94,245.0,0.0,0.0,101.05,0,0
19:58:07.196,123726,143.87,245.0,0.0,0.0,101.12,0,0
19:58:07.207,123826,143.78,245.0,0.0,0.0,101.21,0,0
19:58:07.306,123926,143.78,245.0,0.0,0.0,101.21,0,0
19:58:07.407,124026,143.68,245.0,0.0,0.0,101.31,0,0
19:58:07.506,124126,143.58,245.0,0.0,0.0,101.41,0,0
19:58:07.606,124226,143.51,245.0,0.0,0.0,101.48,0,0
19:58:07.736,124326,143.44,245.0,0.0,0.0,101.55,0,0
19:58:07.806,124426,143.35,245.0,0.0,0.0,101.64,0,0
19:58:07.907,124526,143.27,245.0,0.0,0.0,101.72,0,0
19:58:08.007,124626,143.19,245.0,0.0,0.0,101.8,0,0
19:58:08.107,124726,143.12,245.0,0.0,0.0,101.87,0,0
19:58:08.206,124826,143.12,245.0,0.0,0.0,101.87,0,0
19:58:08.326,124926,143.03,245.0,0.0,0.0,101.96,0,0
19:58:08.406,125026,142.95,245.0,0.0,0.0,102.04,0,0
19:58:08.506,125126,142.87,245.0,0.0,0.0,102.12,0,0
19:58:08.606,125226,142.81,245.0,0.0,0.0,102.18,0,0
19:58:08.706,125326,142.74,245.0,0.0,0.0,102.25,0,0
19:58:08.805,125426,142.66,245.0,0.0,0.0,102.33,0,0
19:58:08.905,125526,142.59,245.0,0.0,0.0,102.4,0,0
19:58:09.006,125626,142.51,245.0,0.0,0.0,102.48,0,0
19:58:09.105,125726,142.43,245.0,0.0,0.0,102.56,0,0
19:58:09.206,125826,142.43,245.0,0.0,0.0,102.56,0,0
19:58:09.305,125926,142.34,245.0,0.0,0.0,102.65,0,0
19:58:09.424,126026,142.26,245.0,0.0,0.0,102.73,0,0
19:58:09.505,126126,142.18,245.0,0.0,0.0,102.81,0,0
19:58:09.606,126226,142.18,245.0,0.0,0.0,102.81,0,0
19:58:09.706,126326,142.18,245.0,0.0,0.0,102.81,0,0
19:58:09.905,126526,142.08,245.0,0.0,0.0,102.91,0,0
19:58:10.008,126626,141.98,245.0,0.0,0.0,103.01,0,0
19:58:10.105,126726,141.88,245.0,0.0,0.0,103.11,0,0
19:58:10.206,126826,141.79,245.0,0.0,0.0,103.2,0,0
19:58:10.305,126926,141.79,245.0,0.0,0.0,103.2,0,0
19:58:10.406,127026,141.71,245.0,0.0,0.0,103.28,0,0
19:58:10.505,127126,141.71,245.0,0.0,0.0,103.28,0,0
19:58:10.605,127226,141.71,245.0,0.0,0.0,103.28,0,0
19:58:10.706,127326,141.59,245.0,0.0,0.0,103.4,0,0
19:58:10.806,127426,141.52,245.0,0.0,0.0,103.47,0,0
19:58:10.905,127526,141.41,245.0,0.0,0.0,103.58,0,0
19:58:11.005,127626,141.32,245.0,0.0,0.0,103.67,0,0
19:58:11.108,127726,141.24,245.0,0.0,0.0,103.75,0,0
19:58:11.205,127826,141.15,245.0,0.0,0.0,103.84,0,0
19:58:11.305,127926,141.15,245.0,0.0,0.0,103.84,0,0
19:58:11.406,128026,141.05,245.0,0.0,0.0,103.94,0,0
19:58:11.505,128126,140.96,245.0,0.0,0.0,104.03,0,0
19:58:11.606,128226,140.87,245.0,0.0,0.0,104.12,0,0
19:58:11.705,128326,140.87,245.0,0.0,0.0,104.12,0,0
19:58:11.806,128426,140.79,245.0,0.0,0.0,104.2,0,0
19:58:11.905,128526,140.7,245.0,0.0,0.0,104.29,0,0
19:58:12.005,128626,140.61,245.0,0.0,0.0,104.38,0,0
19:58:12.105,128726,140.53,245.0,0.0,0.0,104.46,0,0
19:58:12.211,128826,140.45,245.0,0.0,0.0,104.54,0,0
19:58:12.305,128926,140.38,245.0,0.0,0.0,104.61,0,0
19:58:12.405,129026,140.38,245.0,0.0,0.0,104.61,0,0
19:58:12.505,129126,140.3,245.0,0.0,0.0,104.69,0,0
19:58:12.605,129226,140.22,245.0,0.0,0.0,104.77,0,0
19:58:12.704,129326,140.15,245.0,0.0,0.0,104.84,0,0
19:58:12.804,129426,140.15,245.0,0.0,0.0,104.84,0,0
