Time_ms,Temp_C,Setpoint_C,Heater_Duty,Motor_Hz,Error_C
1172523,50.49,150.00,100,690,99.51
1173173,50.49,150.00,100,690,99.51
1173823,50.77,150.00,100,690,99.23
1174473,50.42,150.00,100,690,99.58
1175123,50.62,150.00,100,690,99.38
1175773,50.64,150.00,100,690,99.36
1176423,50.70,150.00,100,690,99.30
1177073,50.66,150.00,100,690,99.34
1177723,50.95,150.00,100,690,99.05
1178373,51.05,150.00,100,690,98.95
1179023,51.12,150.00,100,690,98.88
1179673,50.80,150.00,100,690,99.20
1180323,50.54,150.00,100,690,99.46
1180973,50.43,150.00,100,690,99.57
1181623,50.44,150.00,100,690,99.56
1182273,50.50,150.00,100,690,99.50
1182923,50.44,150.00,100,690,99.56
1183573,50.50,150.00,100,690,99.50
1184223,50.69,150.00,100,690,99.31
1184873,50.40,150.00,100,690,99.60
1185523,50.56,150.00,100,690,99.44
1186173,50.73,150.00,100,690,99.27
1186823,50.82,150.00,100,690,99.18
1187473,50.66,150.00,100,690,99.34
1188123,50.77,150.00,100,690,99.23
1188773,50.76,150.00,100,690,99.24
1189423,50.55,150.00,100,690,99.45
1190073,50.44,150.00,100,690,99.56
1190723,50.50,150.00,100,690,99.50
1191373,50.73,150.00,100,690,99.27
1192023,50.73,150.00,100,690,99.27
1192673,50.63,150.00,100,690,99.37
1193323,50.40,150.00,100,690,99.60
1193973,50.51,150.00,100,690,99.49
1194623,50.56,150.00,100,690,99.44
1195273,50.59,150.00,100,690,99.41
1195923,50.80,150.00,100,690,99.20
1196573,50.98,150.00,100,690,99.02
1197223,50.78,150.00,100,690,99.22
1197873,50.42,150.00,100,690,99.58
1198523,50.43,150.00,100,690,99.57
1199173,50.39,150.00,100,690,99.61
1199823,50.36,150.00,100,690,99.64
1200473,50.62,150.00,100,690,99.38
1201123,50.35,150.00,100,690,99.65
1201773,49.93,150.00,100,690,100.07
1202423,50.04,150.00,100,690,99.96
1203073,50.03,150.00,100,690,99.97
1203723,50.07,150.00,100,690,99.93
1204373,50.20,150.00,100,690,99.80
1205023,49.86,150.00,100,690,100.14
1205673,49.93,150.00,100,690,100.07
1206323,50.19,150.00,100,690,99.81
1206973,49.80,150.00,100,690,100.20
1207623,49.98,150.00,100,690,100.02
1208273,49.88,150.00,100,690,100.12
1208923,50.33,150.00,0,690,99.67
1209573,50.46,150.00,100,690,99.54
1210223,50.79,150.00,0,690,99.21
1210873,50.92,150.00,100,690,99.08
1211523,50.97,150.00,100,690,99.03
1212173,50.83,150.00,100,690,99.17
1212823,50.81,150.00,100,690,99.19
1213473,50.74,150.00,100,690,99.26
1214123,50.74,150.00,100,690,99.26
1214773,50.49,150.00,100,690,99.51
1215423,50.09,150.00,100,690,99.91
1216073,50.31,150.00,100,690,99.69
1216723,50.20,150.00,100,690,99.80
1217373,50.35,150.00,100,690,99.65
1218023,50.23,150.00,100,690,99.77
1218673,50.33,150.00,100,690,99.67
1219323,50.45,150.00,100,690,99.55
1219973,50.26,150.00,100,690,99.74
1220623,50.40,150.00,100,690,99.60
1221273,50.51,150.00,100,690,99.49
1221923,50.51,150.00,100,690,99.49
1222573,50.45,150.00,100,690,99.55
1223223,50.46,150.00,100,690,99.54
1223873,50.60,150.00,100,690,99.40
1224523,50.72,150.00,100,690,99.28
1225173,50.53,150.00,100,690,99.47
1225823,50.22,150.00,100,690,99.78
1226473,50.32,150.00,100,690,99.68
1227123,50.16,150.00,100,690,99.84
1227773,49.98,150.00,100,690,100.02
1228423,50.17,150.00,100,690,99.83
1229073,49.84,150.00,100,690,100.16
