Time_ms,Temp_C,Setpoint_C,Heater_Duty,Motor_Hz,Error_C
913823,54.86,150.00,100,690,95.14
914473,54.40,150.00,100,690,95.60
915123,54.56,150.00,100,690,95.44
915773,54.48,150.00,100,690,95.52
916423,54.71,150.00,100,690,95.29
917073,54.55,150.00,100,690,95.45
917723,54.64,150.00,100,690,95.36
918373,54.63,150.00,100,690,95.37
919023,54.53,150.00,100,690,95.47
919673,54.32,150.00,100,690,95.68
920323,54.33,150.00,100,690,95.67
920973,54.37,150.00,100,690,95.63
921623,54.37,150.00,100,690,95.63
922273,54.19,150.00,100,690,95.81
922923,54.18,150.00,100,690,95.82
923573,54.04,150.00,100,690,95.96
924223,53.93,150.00,100,690,96.07
924873,53.61,150.00,100,690,96.39
925523,53.76,150.00,100,690,96.24
926173,54.05,150.00,100,690,95.95
926823,54.02,150.00,100,690,95.98
927473,54.09,150.00,100,690,95.91
928123,54.31,150.00,100,690,95.69
928773,54.28,150.00,100,690,95.72
929423,54.25,150.00,100,690,95.75
930073,54.14,150.00,100,690,95.86
930723,54.31,150.00,100,690,95.69
931373,54.32,150.00,100,690,95.68
932023,54.50,150.00,100,690,95.50
932673,54.20,150.00,100,690,95.80
933323,54.19,150.00,100,690,95.81
933973,54.18,150.00,100,690,95.82
934623,54.04,150.00,100,690,95.96
935273,54.15,150.00,100,690,95.85
935923,54.19,150.00,100,690,95.81
936573,54.13,150.00,100,690,95.87
937223,54.43,150.00,91,690,95.57
937873,54.11,150.00,100,690,95.89
938523,54.07,150.00,100,690,95.93
939173,53.95,150.00,100,690,96.05
939823,54.03,150.00,100,690,95.97
940473,54.14,150.00,100,690,95.86
941123,54.27,150.00,100,690,95.73
941773,54.24,150.00,100,690,95.76
942423,53.96,150.00,100,690,96.04
943073,54.04,150.00,100,690,95.96
943723,53.92,150.00,100,690,96.08
944373,53.97,150.00,100,690,96.03
945023,54.00,150.00,100,690,96.00
945673,54.07,150.00,100,690,95.93
946323,54.21,150.00,100,690,95.79
946973,54.20,150.00,100,690,95.80
947623,53.97,150.00,100,690,96.03
948273,53.91,150.00,100,690,96.09
948923,53.96,150.00,100,690,96.04
949573,53.86,150.00,100,690,96.14
950223,53.96,150.00,100,690,96.04
950873,53.82,150.00,100,690,96.18
951523,53.48,150.00,100,690,96.52
952173,53.61,150.00,100,690,96.39
952823,53.63,150.00,100,690,96.37
953473,53.56,150.00,100,690,96.44
954123,53.63,150.00,100,690,96.37
954773,53.64,150.00,100,690,96.36
955423,53.52,150.00,100,690,96.48
956073,53.29,150.00,100,690,96.71
956723,53.28,150.00,100,690,96.72
957373,53.45,150.00,100,690,96.55
958023,53.59,150.00,100,690,96.41
958673,53.79,150.00,100,690,96.21
959323,53.64,150.00,100,690,96.36
959973,53.56,150.00,100,690,96.44
960623,53.68,150.00,100,690,96.32
961273,53.50,150.00,100,690,96.50
961923,53.36,150.00,100,690,96.64
962573,53.43,150.00,100,690,96.57
963223,53.44,150.00,100,690,96.56
963873,53.54,150.00,100,690,96.46
964523,53.87,150.00,0,690,96.13
965173,53.88,150.00,100,690,96.12
965823,53.76,150.00,100,690,96.24
966473,53.75,150.00,100,690,96.25
967123,53.74,150.00,100,690,96.26
967773,53.46,150.00,100,690,96.54
968423,53.33,150.00,100,690,96.67
969073,53.40,150.00,100,690,96.60
969723,53.42,150.00,100,690,96.58
970373,53.65,150.00,100,690,96.35
971023,53.48,150.00,100,690,96.52
971673,53.44,150.00,100,690,96.56
972323,53.53,150.00,100,690,96.47
972973,53.61,150.00,100,690,96.39
973623,53.67,150.00,100,690,96.33
974273,53.72,150.00,100,690,96.28
974923,53.85,150.00,100,690,96.15
975573,53.73,150.00,100,690,96.27
976223,53.68,150.00,100,690,96.32
976873,53.64,150.00,100,690,96.36
977523,53.74,150.00,100,690,96.26
978173,53.69,150.00,100,690,96.31
978823,53.28,150.00,100,690,96.72
979473,53.37,150.00,100,690,96.63
980123,53.39,150.00,100,690,96.61
980773,53.45,150.00,100,690,96.55
981423,53.55,150.00,100,690,96.45
982073,53.58,150.00,100,690,96.42
982723,53.19,150.00,100,690,96.81
983373,52.79,150.00,100,690,97.21
984023,52.89,150.00,100,690,97.11
984673,52.87,150.00,100,690,97.13
985323,52.86,150.00,100,690,97.14
985973,52.94,150.00,100,690,97.06
986623,52.73,150.00,100,690,97.27
987273,52.70,150.00,100,690,97.30
987923,52.90,150.00,100,690,97.10
988573,52.61,150.00,100,690,97.39
989223,52.87,150.00,100,690,97.13
989873,52.90,150.00,100,690,97.10
990523,52.84,150.00,100,690,97.16
991173,52.92,150.00,100,690,97.08
991823,52.90,150.00,100,690,97.10
992473,52.88,150.00,100,690,97.12
993123,53.09,150.00,100,690,96.91
993773,52.85,150.00,100,690,97.15
994423,52.93,150.00,100,690,97.07
995073,53.00,150.00,100,690,97.00
995723,53.05,150.00,100,690,96.95
996373,52.77,150.00,100,690,97.23
997023,52.60,150.00,100,690,97.40
997673,52.59,150.00,100,690,97.41
998323,52.50,150.00,100,690,97.50
998973,52.38,150.00,100,690,97.62
999623,52.73,150.00,0,690,97.27
1000273,52.70,150.00,100,690,97.30
1000923,52.86,150.00,100,690,97.14
1001573,52.98,150.00,100,690,97.02
1002223,52.86,150.00,100,690,97.14
1002873,52.98,150.00,100,690,97.02
1003523,52.86,150.00,100,690,97.14
1004173,53.07,150.00,100,690,96.93
1004823,52.93,150.00,100,690,97.07
1005473,52.95,150.00,100,690,97.05
1006123,52.78,150.00,100,690,97.22
1006773,52.92,150.00,100,690,97.08
1007423,53.03,150.00,100,690,96.97
1008073,52.81,150.00,100,690,97.19
1008723,52.67,150.00,100,690,97.33
1009373,52.79,150.00,100,690,97.21
1010023,52.88,150.00,100,690,97.12
1010673,52.40,150.00,100,690,97.60
1011323,52.57,150.00,100,690,97.43
1011973,52.84,150.00,100,690,97.16
1012623,52.88,150.00,100,690,97.12
1013273,52.91,150.00,100,690,97.09
1013923,52.89,150.00,100,690,97.11
1014573,52.78,150.00,100,690,97.22
1015223,52.92,150.00,100,690,97.08
1015873,52.86,150.00,100,690,97.14
1016523,52.57,150.00,100,690,97.43
1017173,52.39,150.00,100,690,97.61
1017823,52.52,150.00,100,690,97.48
1018473,52.71,150.00,100,690,97.29
1019123,52.78,150.00,100,690,97.22
1019773,52.46,150.00,100,690,97.54
1020423,52.39,150.00,100,690,97.61
1021073,52.25,150.00,100,690,97.75
1021723,52.22,150.00,100,690,97.78
1022373,52.43,150.00,100,690,97.57
1023023,52.32,150.00,100,690,97.68
1023673,52.24,150.00,100,690,97.76
1024323,52.40,150.00,100,690,97.60
1024973,52.39,150.00,100,690,97.61
1025623,52.29,150.00,100,690,97.71
1026273,52.39,150.00,100,690,97.61
1026923,52.57,150.00,100,690,97.43
1027573,52.39,150.00,100,690,97.61
1028223,52.47,150.00,100,690,97.53
1028873,52.58,150.00,100,690,97.42
1029523,52.72,150.00,100,690,97.28
1030173,52.83,150.00,100,690,97.17
1030823,52.41,150.00,100,690,97.59
1031473,52.40,150.00,100,690,97.60
1032123,52.30,150.00,100,690,97.70
1032773,52.35,150.00,100,690,97.65
1033423,52.12,150.00,100,690,97.88
1034073,51.70,150.00,100,690,98.30
1034723,52.01,150.00,63,690,97.99
1035373,52.08,150.00,100,690,97.92
1036023,52.09,150.00,100,690,97.91
1036673,52.05,150.00,100,690,97.95
1037323,52.38,150.00,0,690,97.62
1037973,52.42,150.00,100,690,97.58
1038623,52.27,150.00,100,690,97.73
1039273,52.47,150.00,100,690,97.53
1039923,52.63,150.00,100,690,97.37
1040573,52.62,150.00,100,690,97.38
1041223,52.66,150.00,100,690,97.34
1041873,52.50,150.00,100,690,97.50
1042523,52.70,150.00,100,690,97.30
1043173,52.40,150.00,100,690,97.60
1043823,52.53,150.00,100,690,97.47
1044473,52.49,150.00,100,690,97.51
1045123,52.37,150.00,100,690,97.63
1045773,52.46,150.00,100,690,97.54
1046423,52.30,150.00,100,690,97.70
1047073,52.36,150.00,100,690,97.64
1047723,52.31,150.00,100,690,97.69
1048373,52.27,150.00,100,690,97.73
1049023,52.34,150.00,100,690,97.66
1049673,52.20,150.00,100,690,97.80
1050323,52.32,150.00,100,690,97.68
1050973,52.33,150.00,100,690,97.67
1051623,52.15,150.00,100,690,97.85
1052273,52.05,150.00,100,690,97.95
1052923,51.93,150.00,100,690,98.07
1053573,51.83,150.00,100,690,98.17
1054223,51.93,150.00,100,690,98.07
1054873,52.06,150.00,100,690,97.94
1055523,52.21,150.00,100,690,97.79
1056173,52.38,150.00,100,690,97.62
1056823,52.28,150.00,100,690,97.72
1057473,52.34,150.00,100,690,97.66
1058123,52.16,150.00,100,690,97.84
1058773,52.29,150.00,100,690,97.71
1059423,52.30,150.00,100,690,97.70
1060073,52.22,150.00,100,690,97.78
1060723,52.02,150.00,100,690,97.98
1061373,52.18,150.00,100,690,97.82
1062023,52.03,150.00,100,690,97.97
1062673,52.18,150.00,100,690,97.82
1063323,52.08,150.00,100,690,97.92
1063973,52.09,150.00,100,690,97.91
1064623,52.19,150.00,100,690,97.81
1065273,51.60,150.00,100,690,98.40
1065923,51.66,150.00,100,690,98.34
1066573,51.66,150.00,100,690,98.34
1067223,51.52,150.00,100,690,98.48
1067873,51.60,150.00,100,690,98.40
1068523,51.56,150.00,100,690,98.44
1069173,51.86,150.00,100,690,98.14
1069823,51.96,150.00,100,690,98.04
1070473,51.76,150.00,100,690,98.24
1071123,51.60,150.00,100,690,98.40
1071773,51.52,150.00,100,690,98.48
1072423,51.55,150.00,100,690,98.45
1073073,51.71,150.00,100,690,98.29
1073723,51.70,150.00,100,690,98.30
1074373,51.74,150.00,100,690,98.26
1075023,51.68,150.00,100,690,98.32
1075673,51.86,150.00,100,690,98.14
1076323,52.00,150.00,100,690,98.00
1076973,51.79,150.00,100,690,98.21
1077623,51.72,150.00,100,690,98.28
1078273,51.85,150.00,100,690,98.15
1078923,51.90,150.00,100,690,98.10
1079573,51.95,150.00,100,690,98.05
1080223,51.98,150.00,100,690,98.02
1080873,51.92,150.00,100,690,98.08
