Time_ms,Temp_C,Setpoint_C,Heater_Duty,Motor_Hz,Error_C
2171,50.72,240.00,100,3.00,189.28
2270,50.95,240.00,100,3.00,189.05
2370,50.86,240.00,100,3.00,189.14
2470,50.69,240.00,100,3.00,189.31
2570,50.64,240.00,100,3.00,189.36
2670,50.71,240.00,100,3.00,189.29
2770,50.80,240.00,100,3.00,189.20
2870,50.74,240.00,100,3.00,189.26
2970,50.78,240.00,100,3.00,189.22
3070,51.05,240.00,100,3.00,188.95
3170,51.03,240.00,100,3.00,188.97
3270,50.92,240.00,100,3.00,189.08
3370,50.88,240.00,100,3.00,189.12
3470,50.75,240.00,100,3.00,189.25
3570,51.03,240.00,100,3.00,188.97
3670,50.92,240.00,100,3.00,189.08
3770,50.68,240.00,100,3.00,189.32
3870,50.64,240.00,100,3.00,189.36
3970,51.08,240.00,100,3.00,188.92
4070,51.15,240.00,100,3.00,188.85
4170,51.20,240.00,100,3.00,188.80
4270,51.34,240.00,100,3.00,188.66
4370,51.27,240.00,100,3.00,188.73
4470,51.35,240.00,100,3.00,188.65
4570,51.41,240.00,100,3.00,188.59
4670,51.13,240.00,100,3.00,188.87
4770,51.19,240.00,100,3.00,188.81
4870,50.85,240.00,100,3.00,189.15
4970,50.82,240.00,100,3.00,189.18
5070,50.90,240.00,100,3.00,189.10
5170,50.86,240.00,100,3.00,189.14
5270,50.79,240.00,100,3.00,189.21
5370,50.53,240.00,100,3.00,189.47
5470,50.61,240.00,100,3.00,189.39
5570,50.78,240.00,100,3.00,189.22
5670,50.86,240.00,100,3.00,189.14
5770,50.64,240.00,100,3.00,189.36
5870,50.98,240.00,100,3.00,189.02
5970,50.93,240.00,100,3.00,189.07
6070,51.17,240.00,100,3.00,188.83
6170,50.93,240.00,100,3.00,189.07
6270,50.84,240.00,100,3.00,189.16
6370,51.10,240.00,100,3.00,188.90
6470,50.88,240.00,100,3.00,189.12
6570,50.70,240.00,100,3.00,189.30
6670,50.85,240.00,100,3.00,189.15
6770,50.92,240.00,100,3.00,189.08
6870,51.34,240.00,100,3.00,188.66
6970,51.45,240.00,100,3.00,188.55
7070,51.49,240.00,100,3.00,188.51
7170,51.53,240.00,100,3.00,188.47
7270,51.41,240.00,100,3.00,188.59
7370,51.51,240.00,100,3.00,188.49
