Time_ms,Temp_C,Setpoint_C,Heater_Duty,Motor_Hz,Error_C
2171,66.85,240.00,100,3.00,173.15
2270,66.82,240.00,100,3.00,173.18
2370,66.67,240.00,100,3.00,173.33
2470,66.61,240.00,100,3.00,173.39
2570,66.57,240.00,100,3.00,173.43
2670,66.56,240.00,100,3.00,173.44
2770,66.50,240.00,100,3.00,173.50
2870,66.44,240.00,100,3.00,173.56
2970,66.62,240.00,100,3.00,173.38
3070,66.51,240.00,100,3.00,173.49
3170,66.85,240.00,100,3.00,173.15
3270,66.60,240.00,100,3.00,173.40
3370,66.56,240.00,100,3.00,173.44
3470,66.52,240.00,100,3.00,173.48
3570,66.34,240.00,100,3.00,173.66
3670,66.38,240.00,100,3.00,173.62
3770,66.59,240.00,100,3.00,173.41
3870,66.65,240.00,100,3.00,173.35
3970,66.72,240.00,100,3.00,173.28
4070,66.87,240.00,100,3.00,173.13
4170,66.77,240.00,100,3.00,173.23
4270,66.76,240.00,100,3.00,173.24
4370,66.56,240.00,100,3.00,173.44
4470,66.40,240.00,100,3.00,173.60
4570,66.11,240.00,100,3.00,173.89
4670,65.94,240.00,100,3.00,174.06
4770,66.00,240.00,100,3.00,174.00
4870,66.04,240.00,100,3.00,173.96
4970,66.14,240.00,100,3.00,173.86
5070,66.13,240.00,100,3.00,173.87
5170,66.40,240.00,100,3.00,173.60
5270,66.20,240.00,100,3.00,173.80
5370,66.08,240.00,100,3.00,173.92
5470,66.14,240.00,100,3.00,173.86
5570,66.19,240.00,100,3.00,173.81
5670,66.26,240.00,100,3.00,173.74
5770,66.29,240.00,100,3.00,173.71
5870,66.37,240.00,100,3.00,173.63
5970,66.34,240.00,100,3.00,173.66
6070,66.38,240.00,100,3.00,173.62
6170,66.57,240.00,100,3.00,173.43
6270,66.47,240.00,100,3.00,173.53
6370,66.58,240.00,100,3.00,173.42
6470,66.81,240.00,100,3.00,173.19
6570,66.70,240.00,100,3.00,173.30
6670,66.48,240.00,100,3.00,173.52
6770,66.33,240.00,100,3.00,173.67
6870,66.44,240.00,100,3.00,173.56
6970,66.55,240.00,100,3.00,173.45
7070,66.67,240.00,100,3.00,173.33
7170,66.71,240.00,100,3.00,173.29
7270,66.71,240.00,100,3.00,173.29
7370,66.92,240.00,100,3.00,173.08
7470,66.87,240.00,100,3.00,173.13
7570,66.84,240.00,100,3.00,173.16
7670,66.84,240.00,100,3.00,173.16
7770,67.06,240.00,100,3.00,172.94
7870,66.98,240.00,100,3.00,173.02
7970,66.96,240.00,100,3.00,173.04
8070,66.91,240.00,100,3.00,173.09
8170,66.80,240.00,100,3.00,173.20
8270,67.11,240.00,100,3.00,172.89
8370,67.09,240.00,100,3.00,172.91
8470,67.11,240.00,100,3.00,172.89
8570,67.06,240.00,100,3.00,172.94
8670,67.17,240.00,100,3.00,172.83
8770,66.98,240.00,100,3.00,173.02
8870,67.11,240.00,100,3.00,172.89
8970,67.27,240.00,100,3.00,172.73
9070,67.40,240.00,100,3.00,172.60
9170,67.59,240.00,100,3.00,172.41
9270,67.69,240.00,100,3.00,172.31
9370,67.52,240.00,100,3.00,172.48
9470,67.95,240.00,100,3.00,172.05
9570,67.95,240.00,100,3.00,172.05
9670,68.15,240.00,100,3.00,171.85
9770,68.25,240.00,100,3.00,171.75
9870,68.39,240.00,100,3.00,171.61
9970,68.36,240.00,100,3.00,171.64
10070,68.42,240.00,100,3.00,171.58
10170,68.70,240.00,100,3.00,171.30
10270,68.78,240.00,100,3.00,171.22
10370,69.05,240.00,100,3.00,170.95
10470,69.15,240.00,100,3.00,170.85
10570,69.14,240.00,100,3.00,170.86
10670,69.02,240.00,100,3.00,170.98
10770,69.03,240.00,100,3.00,170.97
10870,68.99,240.00,100,3.00,171.01
10970,68.95,240.00,100,3.00,171.05
11070,69.16,240.00,100,3.00,170.84
11170,69.38,240.00,100,3.00,170.62
11270,69.38,240.00,100,3.00,170.62
11370,69.67,240.00,100,3.00,170.33
11470,69.85,240.00,100,3.00,170.15
11570,70.18,240.00,100,3.00,169.82
11670,70.11,240.00,100,3.00,169.89
11770,70.11,240.00,100,3.00,169.89
11870,70.20,240.00,100,3.00,169.80
11970,70.32,240.00,100,3.00,169.68
12070,70.34,240.00,100,3.00,169.66
12170,70.52,240.00,100,3.00,169.48
12270,70.75,240.00,100,3.00,169.25
12370,70.82,240.00,100,3.00,169.18
12470,71.07,240.00,100,3.00,168.93
12570,70.91,240.00,100,3.00,169.09
12670,70.81,240.00,100,3.00,169.19
12770,70.81,240.00,100,3.00,169.19
12870,70.84,240.00,100,3.00,169.16
12970,71.11,240.00,100,3.00,168.89
13070,71.25,240.00,100,3.00,168.75
13170,71.49,240.00,100,3.00,168.51
13270,71.53,240.00,100,3.00,168.47
13370,71.66,240.00,100,3.00,168.34
13470,71.77,240.00,100,3.00,168.23
13570,71.86,240.00,100,3.00,168.14
13670,71.98,240.00,100,3.00,168.02
13770,72.24,240.00,100,3.00,167.76
13870,72.55,240.00,100,3.00,167.45
13970,72.78,240.00,100,3.00,167.22
14070,72.98,240.00,100,3.00,167.02
14170,73.25,240.00,100,3.00,166.75
14270,73.49,240.00,100,3.00,166.51
14370,73.68,240.00,100,3.00,166.32
14470,73.79,240.00,100,3.00,166.21
14570,73.84,240.00,100,3.00,166.16
14670,73.96,240.00,100,3.00,166.04
14770,74.09,240.00,100,3.00,165.91
14870,74.31,240.00,100,3.00,165.69
14970,74.26,240.00,100,3.00,165.74
15070,74.45,240.00,100,3.00,165.55
15170,74.51,240.00,100,3.00,165.49
15270,74.77,240.00,100,3.00,165.23
15370,75.01,240.00,100,3.00,164.99
15470,74.98,240.00,100,3.00,165.02
15570,75.15,240.00,100,3.00,164.85
15670,75.27,240.00,100,3.00,164.73
15770,75.65,240.00,100,3.00,164.35
15870,75.69,240.00,100,3.00,164.31
15970,75.90,240.00,100,3.00,164.10
16070,76.01,240.00,100,3.00,163.99
16170,76.22,240.00,100,3.00,163.78
16270,76.30,240.00,100,3.00,163.70
16370,76.55,240.00,100,3.00,163.45
16470,76.56,240.00,100,3.00,163.44
16570,76.61,240.00,100,3.00,163.39
16670,76.73,240.00,100,3.00,163.27
16770,76.83,240.00,100,3.00,163.17
16870,76.95,240.00,100,3.00,163.05
16970,77.00,240.00,100,3.00,163.00
17070,77.16,240.00,100,3.00,162.84
17170,77.34,240.00,100,3.00,162.66
17270,77.50,240.00,100,3.00,162.50
17370,77.73,240.00,100,3.00,162.27
17470,77.81,240.00,100,3.00,162.19
17570,78.02,240.00,100,3.00,161.98
17670,78.31,240.00,100,3.00,161.69
17770,78.54,240.00,100,3.00,161.46
17870,78.79,240.00,100,3.00,161.21
17970,78.87,240.00,100,3.00,161.13
18070,79.03,240.00,100,3.00,160.97
18170,79.14,240.00,100,3.00,160.86
18270,79.34,240.00,100,3.00,160.66
18370,79.50,240.00,100,3.00,160.50
18470,79.78,240.00,100,3.00,160.22
18570,79.90,240.00,100,3.00,160.10
18670,80.01,240.00,100,3.00,159.99
18770,80.15,240.00,100,3.00,159.85
18870,80.39,240.00,100,3.00,159.61
18970,80.48,240.00,100,3.00,159.52
19070,80.48,240.00,100,3.00,159.52
19170,80.59,240.00,100,3.00,159.41
19270,80.87,240.00,100,3.00,159.13
19370,80.95,240.00,100,3.00,159.05
19470,81.17,240.00,100,3.00,158.83
19570,81.38,240.00,100,3.00,158.62
19670,81.68,240.00,100,3.00,158.32
19770,81.80,240.00,100,3.00,158.20
19870,82.12,240.00,100,3.00,157.88
19970,82.38,240.00,100,3.00,157.62
20070,82.42,240.00,100,3.00,157.58
20170,82.68,240.00,100,3.00,157.32
20270,82.81,240.00,100,3.00,157.19
20370,82.91,240.00,100,3.00,157.09
20470,83.02,240.00,100,3.00,156.98
20570,83.22,240.00,100,3.00,156.78
20670,83.54,240.00,100,3.00,156.46
20770,83.68,240.00,100,3.00,156.32
20870,83.80,240.00,100,3.00,156.20
20970,83.89,240.00,100,3.00,156.11
21070,84.09,240.00,100,3.00,155.91
21170,84.19,240.00,100,3.00,155.81
21270,84.33,240.00,100,3.00,155.67
21370,84.50,240.00,100,3.00,155.50
21470,84.62,240.00,100,3.00,155.38
21570,84.88,240.00,100,3.00,155.12
21670,85.12,240.00,100,3.00,154.88
21770,85.48,240.00,100,3.00,154.52
21870,85.63,240.00,100,3.00,154.37
21970,85.82,240.00,100,3.00,154.18
22070,86.04,240.00,100,3.00,153.96
22170,86.09,240.00,100,3.00,153.91
22270,86.36,240.00,100,3.00,153.64
22370,86.52,240.00,100,3.00,153.48
22470,86.76,240.00,100,3.00,153.24
22570,87.00,240.00,100,3.00,153.00
22670,87.22,240.00,100,3.00,152.78
22770,87.45,240.00,100,3.00,152.55
22870,87.56,240.00,100,3.00,152.44
22970,87.89,240.00,100,3.00,152.11
23070,87.97,240.00,100,3.00,152.03
23170,88.07,240.00,100,3.00,151.93
23270,88.07,240.00,100,3.00,151.93
23370,88.32,240.00,100,3.00,151.68
23470,88.50,240.00,100,3.00,151.50
23570,88.63,240.00,100,3.00,151.37
23670,88.92,240.00,100,3.00,151.08
23770,89.11,240.00,100,3.00,150.89
23870,89.40,240.00,100,3.00,150.60
23970,89.59,240.00,100,3.00,150.41
24070,89.87,240.00,100,3.00,150.13
24170,89.93,240.00,100,3.00,150.07
24270,90.05,240.00,100,3.00,149.95
24370,90.35,240.00,100,3.00,149.65
24470,90.54,240.00,100,3.00,149.46
24570,90.63,240.00,100,3.00,149.37
24670,90.87,240.00,100,3.00,149.13
24770,91.20,240.00,100,3.00,148.80
24870,91.48,240.00,100,3.00,148.52
24970,91.73,240.00,100,3.00,148.27
25070,91.84,240.00,100,3.00,148.16
25170,91.98,240.00,100,3.00,148.02
25270,92.14,240.00,100,3.00,147.86
25370,92.45,240.00,100,3.00,147.55
25470,92.62,240.00,100,3.00,147.38
25570,92.94,240.00,100,3.00,147.06
25670,93.02,240.00,100,3.00,146.98
25770,93.29,240.00,100,3.00,146.71
25870,93.54,240.00,100,3.00,146.46
25970,93.86,240.00,100,3.00,146.14
26070,94.02,240.00,100,3.00,145.98
26170,94.05,240.00,100,3.00,145.95
26270,94.37,240.00,100,3.00,145.63
26370,94.46,240.00,100,3.00,145.54
26470,94.71,240.00,100,3.00,145.29
26570,94.87,240.00,100,3.00,145.13
26670,95.14,240.00,100,3.00,144.86
26770,95.40,240.00,100,3.00,144.60
26870,95.66,240.00,100,3.00,144.34
26970,95.88,240.00,100,3.00,144.12
27070,96.03,240.00,100,3.00,143.97
27170,96.18,240.00,100,3.00,143.82
27270,96.42,240.00,100,3.00,143.58
27370,96.70,240.00,100,3.00,143.30
27470,97.10,240.00,100,3.00,142.90
27570,97.24,240.00,100,3.00,142.76
27670,97.47,240.00,100,3.00,142.53
27770,97.63,240.00,100,3.00,142.37
27870,97.81,240.00,100,3.00,142.19
27970,97.96,240.00,100,3.00,142.04
28070,98.14,240.00,100,3.00,141.86
28170,98.44,240.00,100,3.00,141.56
28270,98.52,240.00,100,3.00,141.48
28370,98.86,240.00,100,3.00,141.14
28470,98.92,240.00,100,3.00,141.08
28570,99.18,240.00,100,3.00,140.82
28670,99.43,240.00,100,3.00,140.57
28770,99.55,240.00,100,3.00,140.45
28870,99.77,240.00,100,3.00,140.23
28970,100.03,240.00,100,3.00,139.97
29070,100.23,240.00,100,3.00,139.77
29170,100.46,240.00,100,3.00,139.54
29270,100.67,240.00,100,3.00,139.33
29370,100.82,240.00,100,3.00,139.18
29470,101.04,240.00,100,3.00,138.96
29570,101.29,240.00,100,3.00,138.71
29670,101.53,240.00,100,3.00,138.47
29770,101.75,240.00,100,3.00,138.25
29870,101.90,240.00,100,3.00,138.10
29970,102.13,240.00,100,3.00,137.87
30070,102.31,240.00,100,3.00,137.69
30170,102.65,240.00,100,3.00,137.35
30270,102.78,240.00,100,3.00,137.22
30370,103.11,240.00,100,3.00,136.89
30470,103.34,240.00,100,3.00,136.66
30570,103.39,240.00,100,3.00,136.61
30670,103.65,240.00,100,3.00,136.35
30770,103.89,240.00,100,3.00,136.11
30870,104.09,240.00,100,3.00,135.91
30970,104.31,240.00,100,3.00,135.69
31070,104.51,240.00,100,3.00,135.49
31170,104.78,240.00,100,3.00,135.22
31270,104.95,240.00,100,3.00,135.05
31370,105.11,240.00,100,3.00,134.89
31470,105.23,240.00,100,3.00,134.77
31570,105.42,240.00,100,3.00,134.58
31670,105.59,240.00,100,3.00,134.41
31770,105.78,240.00,100,3.00,134.22
31870,106.04,240.00,100,3.00,133.96
31970,106.15,240.00,100,3.00,133.85
32070,106.40,240.00,100,3.00,133.60
32170,106.58,240.00,100,3.00,133.42
32270,106.87,240.00,100,3.00,133.13
32370,107.13,240.00,100,3.00,132.87
32470,107.36,240.00,100,3.00,132.64
32570,107.50,240.00,100,3.00,132.50
32670,107.63,240.00,100,3.00,132.37
32770,107.92,240.00,100,3.00,132.08
32870,108.07,240.00,100,3.00,131.93
32970,108.27,240.00,100,3.00,131.73
33070,108.49,240.00,100,3.00,131.51
33170,108.72,240.00,100,3.00,131.28
33270,108.96,240.00,100,3.00,131.04
33370,109.13,240.00,100,3.00,130.87
33470,109.32,240.00,100,3.00,130.68
33570,109.47,240.00,100,3.00,130.53
33670,109.71,240.00,100,3.00,130.29
33770,109.97,240.00,100,3.00,130.03
33870,110.17,240.00,100,3.00,129.83
33970,110.41,240.00,100,3.00,129.59
34070,110.56,240.00,100,3.00,129.44
34170,110.76,240.00,100,3.00,129.24
34270,110.93,240.00,100,3.00,129.07
34370,111.20,240.00,100,3.00,128.80
34470,111.39,240.00,100,3.00,128.61
34570,111.67,240.00,100,3.00,128.33
34670,111.85,240.00,100,3.00,128.15
34770,111.97,240.00,100,3.00,128.03
34870,112.24,240.00,100,3.00,127.76
34970,112.40,240.00,100,3.00,127.60
35070,112.65,240.00,100,3.00,127.35
35170,112.81,240.00,100,3.00,127.19
35270,112.97,240.00,100,3.00,127.03
35370,113.22,240.00,100,3.00,126.78
35470,113.40,240.00,100,3.00,126.60
35570,113.53,240.00,100,3.00,126.47
35670,113.73,240.00,100,3.00,126.27
35770,113.83,240.00,100,3.00,126.17
35870,114.06,240.00,100,3.00,125.94
35970,114.23,240.00,100,3.00,125.77
36070,114.46,240.00,100,3.00,125.54
36170,114.62,240.00,100,3.00,125.38
36270,114.81,240.00,100,3.00,125.19
36370,114.99,240.00,100,3.00,125.01
36470,115.26,240.00,100,3.00,124.74
36570,115.42,240.00,100,3.00,124.58
36670,115.56,240.00,100,3.00,124.44
36770,115.74,240.00,100,3.00,124.26
36870,115.93,240.00,100,3.00,124.07
