Timestamp_PC,Tick_MCU,Temp,Target,PWM,Speed,PID_Error,System_Error_Code,Status_Flags
17:21:34.998,9826,67.52,250.0,0.0,0.0,182.47,0,0
17:21:35.005,9926,67.5,250.0,0.0,0.0,182.49,0,0
17:21:35.019,10026,67.5,250.0,0.0,0.0,182.49,0,0
17:21:35.031,10126,67.52,250.0,0.0,0.0,182.47,0,0
17:21:35.035,10226,67.52,250.0,0.0,0.0,182.47,0,0
17:21:35.044,10326,67.49,250.0,0.0,0.0,182.5,0,0
17:21:35.124,10426,67.49,250.0,0.0,0.0,182.5,0,0
17:21:35.225,10526,67.44,250.0,0.0,0.0,182.55,0,0
17:21:35.325,10626,67.49,250.0,0.0,0.0,182.5,0,0
17:21:35.425,10726,67.49,250.0,0.0,0.0,182.5,0,0
17:21:35.525,10826,67.49,250.0,0.0,0.0,182.5,0,0
17:21:35.627,10926,67.49,250.0,0.0,0.0,182.5,0,0
17:21:35.725,11026,67.48,250.0,0.0,0.0,182.51,0,0
17:21:35.824,11126,67.48,250.0,0.0,0.0,182.51,0,0
17:21:35.925,11226,67.48,250.0,0.0,0.0,182.51,0,0
17:21:36.025,11326,67.51,250.0,0.0,0.0,182.48,0,0
17:21:36.129,11426,67.49,250.0,0.0,0.0,182.5,0,0
17:21:36.225,11526,67.42,250.0,0.0,0.0,182.57,0,0
17:21:36.325,11626,67.44,250.0,0.0,0.0,182.55,0,0
17:21:36.425,11726,67.46,250.0,0.0,0.0,182.53,0,0
17:21:36.525,11826,67.46,250.0,0.0,0.0,182.53,0,0
17:21:36.625,11926,67.46,250.0,0.0,0.0,182.53,0,0
17:21:36.725,12026,67.43,250.0,0.0,0.0,182.56,0,0
17:21:36.825,12126,67.46,250.0,0.0,0.0,182.53,0,0
17:21:36.925,12226,67.47,250.0,0.0,0.0,182.52,0,0
17:21:37.025,12326,67.44,250.0,0.0,0.0,182.55,0,0
17:21:37.125,12426,67.4,250.0,0.0,0.0,182.59,0,0
17:21:37.241,12526,67.37,250.0,0.0,0.0,182.62,0,0
17:21:37.325,12626,67.36,250.0,0.0,0.0,182.63,0,0
17:21:37.425,12726,67.37,250.0,0.0,0.0,182.62,0,0
17:21:37.525,12826,67.37,250.0,0.0,0.0,182.62,0,0
17:21:37.625,12926,67.37,250.0,0.0,0.0,182.62,0,0
17:21:37.725,13026,67.37,250.0,0.0,0.0,182.62,0,0
17:21:37.825,13126,67.36,250.0,0.0,0.0,182.63,0,0
17:21:37.925,13226,67.36,250.0,0.0,0.0,182.63,0,0
17:21:38.026,13326,67.35,250.0,0.0,0.0,182.64,0,0
17:21:38.125,13426,67.38,250.0,0.0,0.0,182.61,0,0
17:21:38.225,13526,67.37,250.0,0.0,0.0,182.62,0,0
17:21:38.325,13626,67.38,250.0,0.0,0.0,182.61,0,0
17:21:38.425,13726,67.38,250.0,0.0,0.0,182.61,0,0
17:21:38.525,13826,67.37,250.0,100.0,0.0,182.62,0,1
17:21:38.625,13926,67.36,250.0,100.0,0.0,182.63,0,1
17:21:38.725,14026,67.33,250.0,100.0,0.0,182.66,0,1
17:21:38.825,14126,67.34,250.0,100.0,0.0,182.65,0,1
17:21:38.925,14226,67.31,250.0,100.0,0.0,182.68,0,1
17:21:39.025,14326,67.27,250.0,100.0,0.0,182.72,0,1
17:21:39.125,14426,67.28,250.0,100.0,0.0,182.71,0,1
17:21:39.225,14526,67.25,250.0,100.0,0.0,182.74,0,1
17:21:39.325,14626,67.22,250.0,100.0,0.0,182.77,0,1
17:21:39.425,14726,67.15,250.0,100.0,0.0,182.84,0,1
17:21:39.525,14826,67.12,250.0,100.0,0.0,182.87,0,1
17:21:39.625,14926,67.12,250.0,100.0,0.0,182.87,0,1
17:21:39.725,15026,67.12,250.0,100.0,0.0,182.87,0,1
17:21:39.826,15126,67.13,250.0,100.0,0.0,182.86,0,1
17:21:39.925,15226,67.11,250.0,100.0,0.0,182.88,0,1
17:21:40.033,15326,67.16,250.0,100.0,0.0,182.83,0,1
17:21:40.124,15426,67.11,250.0,100.0,0.0,182.88,0,1
17:21:40.224,15526,67.13,250.0,100.0,0.0,182.86,0,1
17:21:40.324,15626,67.13,250.0,100.0,0.0,182.86,0,1
17:21:40.424,15726,67.1,250.0,100.0,0.0,182.89,0,1
17:21:40.524,15826,67.11,250.0,100.0,0.0,182.88,0,1
17:21:40.624,15926,67.05,250.0,100.0,0.0,182.94,0,1
17:21:40.724,16026,67.08,250.0,100.0,0.0,182.91,0,1
17:21:40.824,16126,67.08,250.0,100.0,0.0,182.91,0,1
17:21:40.924,16226,67.07,250.0,100.0,0.0,182.92,0,1
17:21:41.024,16326,67.08,250.0,100.0,0.0,182.91,0,1
17:21:41.124,16426,67.07,250.0,100.0,0.0,182.92,0,1
17:21:41.224,16526,67.1,250.0,100.0,0.0,182.89,0,1
17:21:41.324,16626,67.08,250.0,100.0,0.0,182.91,0,1
17:21:41.424,16726,67.09,250.0,100.0,0.0,182.9,0,1
17:21:41.524,16826,67.08,250.0,100.0,0.0,182.91,0,1
17:21:41.624,16926,67.09,250.0,100.0,0.0,182.9,0,1
17:21:41.724,17026,67.09,250.0,100.0,0.0,182.9,0,1
17:21:41.824,17126,67.09,250.0,100.0,0.0,182.9,0,1
17:21:41.924,17226,67.08,250.0,100.0,0.0,182.91,0,1
17:21:42.024,17326,67.06,250.0,100.0,0.0,182.93,0,1
17:21:42.124,17426,67.02,250.0,100.0,0.0,182.97,0,1
17:21:42.224,17526,67.02,250.0,100.0,0.0,182.97,0,1
17:21:42.324,17626,67.03,250.0,100.0,0.0,182.96,0,1
17:21:42.424,17726,67.01,250.0,100.0,0.0,182.98,0,1
17:21:42.524,17826,67.01,250.0,100.0,0.0,182.98,0,1
17:21:42.624,17926,67.01,250.0,100.0,0.0,182.98,0,1
17:21:42.724,18026,67.01,250.0,100.0,0.0,182.98,0,1
17:21:42.829,18126,67.04,250.0,100.0,0.0,182.95,0,1
17:21:42.924,18226,67.08,250.0,100.0,0.0,182.91,0,1
17:21:43.024,18326,67.1,250.0,100.0,0.0,182.89,0,1
17:21:43.123,18426,67.12,250.0,100.0,0.0,182.87,0,1
17:21:43.224,18526,67.11,250.0,100.0,0.0,182.88,0,1
17:21:43.324,18626,67.13,250.0,100.0,0.0,182.86,0,1
17:21:43.424,18726,67.15,250.0,100.0,0.0,182.84,0,1
17:21:43.524,18826,67.18,250.0,100.0,0.0,182.81,0,1
17:21:43.623,18926,67.16,250.0,100.0,0.0,182.83,0,1
17:21:43.723,19026,67.2,250.0,100.0,0.0,182.79,0,1
17:21:43.824,19126,67.23,250.0,100.0,0.0,182.76,0,1
17:21:43.939,19226,67.31,250.0,100.0,0.0,182.68,0,1
17:21:44.023,19326,67.31,250.0,100.0,0.0,182.68,0,1
17:21:44.124,19426,67.32,250.0,100.0,0.0,182.67,0,1
17:21:44.223,19526,67.37,250.0,100.0,0.0,182.62,0,1
17:21:44.323,19626,67.39,250.0,100.0,0.0,182.6,0,1
17:21:44.422,19726,67.39,250.0,100.0,0.0,182.6,0,1
17:21:44.523,19826,67.43,250.0,100.0,0.0,182.56,0,1
17:21:44.623,19926,67.51,250.0,100.0,0.0,182.48,0,1
17:21:44.722,20026,67.53,250.0,100.0,0.0,182.46,0,1
17:21:44.824,20126,67.54,250.0,100.0,0.0,182.45,0,1
17:21:44.923,20226,67.56,250.0,100.0,0.0,182.43,0,1
17:21:45.039,20326,67.6,250.0,100.0,0.0,182.39,0,1
17:21:45.122,20426,67.67,250.0,100.0,0.0,182.32,0,1
17:21:45.223,20526,67.73,250.0,100.0,0.0,182.26,0,1
17:21:45.323,20626,67.73,250.0,100.0,0.0,182.26,0,1
17:21:45.422,20726,67.79,250.0,100.0,0.0,182.2,0,1
17:21:45.522,20826,67.83,250.0,100.0,0.0,182.16,0,1
17:21:45.623,20926,67.87,250.0,100.0,0.0,182.12,0,1
17:21:45.723,21026,67.89,250.0,100.0,0.0,182.1,0,1
17:21:45.823,21126,67.95,250.0,100.0,0.0,182.04,0,1
17:21:45.924,21226,68.02,250.0,100.0,0.0,181.97,0,1
17:21:46.023,21326,68.07,250.0,100.0,0.0,181.92,0,1
17:21:46.137,21426,68.12,250.0,100.0,0.0,181.87,0,1
17:21:46.224,21526,68.16,250.0,100.0,0.0,181.83,0,1
17:21:46.323,21626,68.19,250.0,100.0,0.0,181.8,0,1
17:21:46.423,21726,68.22,250.0,100.0,0.0,181.77,0,1
17:21:46.523,21826,68.31,250.0,100.0,0.0,181.68,0,1
17:21:46.623,21926,68.39,250.0,100.0,0.0,181.6,0,1
17:21:46.723,22026,68.45,250.0,100.0,0.0,181.54,0,1
17:21:46.823,22126,68.54,250.0,100.0,0.0,181.45,0,1
17:21:46.923,22226,68.54,250.0,100.0,0.0,181.45,0,1
17:21:47.022,22326,68.63,250.0,100.0,0.0,181.36,0,1
17:21:47.123,22426,68.72,250.0,100.0,0.0,181.27,0,1
17:21:47.223,22526,68.83,250.0,100.0,0.0,181.16,0,1
17:21:47.323,22626,68.93,250.0,100.0,0.0,181.06,0,1
17:21:47.423,22726,69.02,250.0,100.0,0.0,180.97,0,1
17:21:47.523,22826,69.12,250.0,100.0,0.0,180.87,0,1
17:21:47.622,22926,69.17,250.0,100.0,0.0,180.82,0,1
17:21:47.723,23026,69.27,250.0,100.0,0.0,180.72,0,1
17:21:47.824,23126,69.39,250.0,100.0,0.0,180.6,0,1
17:21:47.923,23226,69.48,250.0,100.0,0.0,180.51,0,1
17:21:48.022,23326,69.48,250.0,100.0,0.0,180.51,0,1
17:21:48.122,23426,69.48,250.0,100.0,0.0,180.51,0,1
17:21:48.222,23526,69.48,250.0,100.0,0.0,180.51,0,1
17:21:48.322,23626,69.62,250.0,100.0,0.0,180.37,0,1
17:21:48.422,23726,69.75,250.0,100.0,0.0,180.24,0,1
17:21:48.521,23826,69.75,250.0,100.0,0.0,180.24,0,1
17:21:48.622,23926,69.84,250.0,100.0,0.0,180.15,0,1
17:21:48.722,24026,69.97,250.0,100.0,0.0,180.02,0,1
17:21:48.822,24126,70.09,250.0,100.0,0.0,179.9,0,1
17:21:48.922,24226,70.2,250.0,100.0,0.0,179.79,0,1
17:21:49.022,24326,70.35,250.0,100.0,0.0,179.64,0,1
17:21:49.122,24426,70.47,250.0,100.0,0.0,179.52,0,1
17:21:49.222,24526,70.59,250.0,100.0,0.0,179.4,0,1
17:21:49.322,24626,70.69,250.0,100.0,0.0,179.3,0,1
17:21:49.422,24726,70.82,250.0,0.0,0.0,179.17,0,0
17:21:49.521,24826,70.94,250.0,0.0,0.0,179.05,0,0
17:21:49.622,24926,71.11,250.0,0.0,0.0,178.88,0,0
17:21:49.721,25026,71.26,250.0,0.0,0.0,178.73,0,0
17:21:49.822,25126,71.36,250.0,0.0,0.0,178.63,0,0
17:21:49.922,25226,71.47,250.0,0.0,0.0,178.52,0,0
17:21:50.022,25326,71.47,250.0,0.0,0.0,178.52,0,0
17:21:50.122,25426,71.63,250.0,0.0,0.0,178.36,0,0
17:21:50.221,25526,71.75,250.0,0.0,0.0,178.24,0,0
17:21:50.322,25626,71.91,250.0,0.0,0.0,178.08,0,0
17:21:50.422,25726,72.03,250.0,0.0,0.0,177.96,0,0
17:21:50.522,25826,72.03,250.0,0.0,0.0,177.96,0,0
17:21:50.621,25926,72.18,250.0,0.0,0.0,177.81,0,0
17:21:50.722,26026,72.29,250.0,0.0,0.0,177.7,0,0
17:21:50.822,26126,72.49,250.0,0.0,0.0,177.5,0,0
17:21:50.922,26226,72.65,250.0,0.0,0.0,177.34,0,0
